,title,platform,datetime,critic_score,critic_score_text,url,comments,upvotes,img
0,Soundfall Review - Not Quite My Tempo,PC,"Friday, May 27, 2022 3:39pm",5,Mediocre,https://www.gamespot.com/reviews/soundfall-review-not-quite-my-tempo/1900-6417887/,0,2,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3982898-8068884117-Sound.jpg
1,Apex Legends Mobile Review - Pocket-Sized Royale,AND,"Thursday, May 26, 2022 7:08pm",7,Good,https://www.gamespot.com/reviews/apex-legends-mobile-review-pocket-sized-royale/1900-6417885/,3,4,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3981835-2022-05-25%288%29.png
2,Hatsune Miku Project Diva Megamix+ Review - The Most Miku,PC,"Thursday, May 26, 2022 1:33pm",8,Great,https://www.gamespot.com/reviews/hatsune-miku-project-diva-megamix-review-the-most-miku/1900-6417886/,1,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3982216-02-musicvideo.jpg
3,Sniper Elite 5 Review - Longer-Range,PC,"Thursday, May 26, 2022 8:00am",8,Great,https://www.gamespot.com/reviews/sniper-elite-5-review-longer-range/1900-6417884/,26,7,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3981245-1.jpg
4,Evil Dead: The Game Review - Somewhat Groovy,XBSX,"Friday, May 20, 2022 2:09pm",6,Fair,https://www.gamespot.com/reviews/evil-dead-the-game-review-somewhat-groovy/1900-6417881/,32,6,https://www.gamespot.com/a/uploads/screen_petite/1632/16320660/3979617-evildead_thegame_keyart.jpg
5,Vampire The Masquerade: Swansong Review - That Sinking Feeling,PC,"Friday, May 20, 2022 12:27pm",4,Poor,https://www.gamespot.com/reviews/vampire-the-masquerade-swansong-review-that-sinking-feeling/1900-6417882/,38,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3980161-promo.jpg
6,Salt And Sacrifice Review - Mage Hunter,PC,"Monday, May 16, 2022 1:35pm",7,Good,https://www.gamespot.com/reviews/salt-and-sacrifice-review-mage-hunter/1900-6417879/,17,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3977953-saltandsacrificekeyart.jpeg
7,Eiyuden Chronicle: Rising Review - Humble Beginnings,"PC, NS","Thursday, May 12, 2022 1:50pm",7,Good,https://www.gamespot.com/reviews/eiyuden-chronicle-rising-review-humble-beginnings/1900-6417878/,10,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3976699-promoeiyuden.jpg
8,Trek To Yomi Review - One Samurai,PC,"Friday, May 6, 2022 8:05am",5,Mediocre,https://www.gamespot.com/reviews/trek-to-yomi-review-one-samurai/1900-6417874/,25,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3973234-promo.jpg
9,RiffTrax: The Game Review - Dumb Jokes Reign Supreme,PC,"Thursday, May 5, 2022 12:48pm",7,Good,https://www.gamespot.com/reviews/rifftrax-the-game-review-dumb-jokes-reign-supreme/1900-6417875/,0,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3973854-rifftraxthegame_couch.jpg
10,"Gotta Protectors: Cart of Darkness - Let's Protectorize, Guys!",NS,"Tuesday, May 3, 2022 11:16am",8,Great,https://www.gamespot.com/reviews/gotta-protectors-cart-of-darkness-lets-protectorize-guys/1900-6417873/,2,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3972312-5887145971-xpZJw.jpg
11,Teardown Review - Came In Like A Wrecking Ball,PC,"Thursday, Apr 28, 2022 2:40pm",7,Good,https://www.gamespot.com/reviews/teardown-review-came-in-like-a-wrecking-ball/1900-6417871/,2,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3970653-9772831297-ss_9f.jpg
12,Rogue Legacy 2 Review - Grand Lineage,PC,"Thursday, Apr 28, 2022 8:24am",9,Superb,https://www.gamespot.com/reviews/rogue-legacy-2-review-grand-lineage/1900-6417870/,27,6,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3969947-4331977303-Eh5mcZ7XsAEzRrU.jpg
13,Bugsnax: The Isle of Bigsnax Review - Secret Menu,XBSX,"Wednesday, Apr 27, 2022 12:01pm",7,Good,https://www.gamespot.com/reviews/bugsnax-the-isle-of-bigsnax-review-secret-menu/1900-6417869/,2,2,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3969883-8111255004-51634.jpg
14,Nintendo Switch Sports Review – Better Together,NS,"Wednesday, Apr 27, 2022 9:57am",7,In Progress,https://www.gamespot.com/reviews/nintendo-switch-sports-review-in-progress-better-together/1900-6417867/,23,5,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3969510-2329367439-ninte.jpg
15,The Stanley Parable: Ultra Deluxe Review - A Sequel In All But Name,NS,"Tuesday, Apr 26, 2022 3:47pm",8,Great,https://www.gamespot.com/reviews/the-stanley-parable-ultra-deluxe-review-a-sequel-in-all-but-name/1900-6417868/,2,6,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3969539-tspud_keyart_nologo.png
16,Back 4 Blood: Tunnels Of Terror DLC Review,XBSX,"Thursday, Apr 21, 2022 1:08pm",7,Good,https://www.gamespot.com/reviews/back-4-blood-tunnels-of-terror-dlc-review/1900-6417865/,4,7,https://www.gamespot.com/a/uploads/screen_petite/1632/16320660/3966158-zsgnc6xwpbhtyn87q43rbh-1200-80.jpg
17,Road 96 Review - I Would Walk 500 Miles,XBSX,"Tuesday, Apr 19, 2022 1:32pm",6,Fair,https://www.gamespot.com/reviews/road-96-review-i-would-walk-500-miles/1900-6417866/,1,8,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3966247-untitled.jpg
18,Postal 4: No Regerts Review - Nothing But Regrets,PC,"Monday, Apr 18, 2022 9:53am",1,Abysmal,https://www.gamespot.com/reviews/postal-4-no-regerts-review-nothing-but-regrets/1900-6417864/,105,12,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3965184-libraryhero_3840x1240.png
19,Cat Cafe Manager Review: Meow We're In Business,PC,"Friday, Apr 15, 2022 10:17am",5,Mediocre,https://www.gamespot.com/reviews/cat-cafe-manager-review-meow-were-in-business/1900-6417863/,6,2,https://www.gamespot.com/a/uploads/screen_petite/1632/16320660/3964449-keyart.png
20,Norco Review - Deep South Dystopia,PC,"Monday, Apr 11, 2022 2:50pm",9,Superb,https://www.gamespot.com/reviews/norco-review-deep-south-dystopia/1900-6417861/,39,7,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3963169-1.jpg
21,Lego Star Wars: The Skywalker Saga Review - Duel Of The Bricks,PC,"Thursday, Apr 7, 2022 5:04pm",7,Good,https://www.gamespot.com/reviews/lego-star-wars-the-skywalker-saga-review-duel-of-the-bricks/1900-6417859/,13,3,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3961643-3956371-legostarwarstheskywalkersaga.jpeg
22,"13 Sentinels: Aegis Rim Review – Wow, Cool Robot!","PS4, NS","Thursday, Apr 7, 2022 2:34pm",9,Superb,https://www.gamespot.com/reviews/13-sentinels-aegis-rim-review-wow-cool-robot/1900-6417569/,20,31,https://www.gamespot.com/a/uploads/screen_petite/1575/15759911/3736352-13-sentinels--aegis-rim-review-promothumb.jpg
23,MLB The Show 22 Review - It's Shotime,PS5,"Thursday, Apr 7, 2022 2:31pm",7,Good,https://www.gamespot.com/reviews/mlb-the-show-22-review-its-shotime/1900-6417858/,35,1,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3961619-mlb%C2%AEtheshow%E2%84%A222_20220402183924.jpg
24,Chinatown Detective Agency Review - Carmen Singapore,PC,"Wednesday, Apr 6, 2022 8:43am",7,Good,https://www.gamespot.com/reviews/chinatown-detective-agency-review-carmen-singapore/1900-6417856/,3,4,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3960905-chinatowndetectiveagency_review.jpg
25,Weird West Review - Occult Of Personality,PS4,"Thursday, Mar 31, 2022 4:51pm",6,Fair,https://www.gamespot.com/reviews/weird-west-review-occult-of-personality/1900-6417853/,22,9,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3958625-4927556957-maxre.jpg
26,Tiny Tina's Wonderlands Review - Spells Like Teen Spirit,PC,"Wednesday, Mar 23, 2022 6:00am",7,Good,https://www.gamespot.com/reviews/tiny-tinas-wonderlands-review-spells-like-teen-spirit/1900-6417849/,85,9,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3955334-tinytina%27swonderlands%282%29.jpg
27,Kirby And The Forgotten Land Review - The Best Kirby Yet,NS,"Tuesday, Mar 22, 2022 7:09pm",9,Superb,https://www.gamespot.com/reviews/kirby-and-the-forgotten-land-review-the-best-kirby-yet/1900-6417850/,51,9,https://www.gamespot.com/a/uploads/screen_petite/1595/15950357/3955562-kfl_ns_01_introstage%2Bcarby%2Belfilin%2Bworld1-1%2Bvendingmouth%2Bconemouth.mov.00_07_26_35.still004.jpg
28,Ghostwire: Tokyo Review - Shibuya Scramble,PS5,"Monday, Mar 21, 2022 10:41am",8,Great,https://www.gamespot.com/reviews/ghostwire-tokyo-review-shibuya-scramble/1900-6417848/,59,9,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3954063-2095873144-393556.jpeg
29,WWE 2K22 Review - Bad Times Don't Last,PS5,"Wednesday, Mar 16, 2022 1:50pm",7,Good,https://www.gamespot.com/reviews/wwe-2k22-review-bad-times-dont-last/1900-6417846/,8,7,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3953263-wwe2k22_20220309235253.jpg
30,Elden Ring Review - Death Of The Wild,PC,"Wednesday, Mar 16, 2022 10:42am",10,Essential,https://www.gamespot.com/reviews/elden-ring-review-death-of-the-wild/1900-6417832/,775,325,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3944896-untitled-1.jpg
31,Stranger Of Paradise: Final Fantasy Origin Review - Chaos Incarnate,PS5,"Tuesday, Mar 15, 2022 4:29pm",7,Good,https://www.gamespot.com/reviews/stranger-of-paradise-final-fantasy-origin-review-chaos-incarnate/1900-6417844/,51,26,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3952011-jackfacethumb.jpg
32,Tunic Review - Fox Die,PC,"Tuesday, Mar 15, 2022 4:27pm",9,Superb,https://www.gamespot.com/reviews/tunic-review-fox-die/1900-6417845/,21,14,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3952914-tunicpromo.jpeg
33,Triangle Strategy Review - We're Talking Kings And Successions,NS,"Friday, Mar 11, 2022 2:03pm",8,Great,https://www.gamespot.com/reviews/triangle-strategy-review-were-talking-kings-and-successions/1900-6417840/,39,29,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3947899-switch_trst_keyart_clean.jpg
34,Destiny 2: The Witch Queen Review - Queen's Gambit,PC,"Thursday, Mar 10, 2022 11:20am",9,Superb,https://www.gamespot.com/reviews/destiny-2-the-witch-queen-review-queens-gambit/1900-6417838/,41,46,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3947582-witchqueenreviewthumb.jpg
35,Assassin's Creed Valhalla: Dawn Of Ragnarok Review - Havi'ng A Good Time,XBSX,"Wednesday, Mar 9, 2022 3:50pm",6,Fair,https://www.gamespot.com/reviews/assassins-creed-valhalla-dawn-of-ragnarok-review-having-a-good-time/1900-6417841/,40,13,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3950361-dawn.jpeg
36,"Puzzle Quest 3 Review - More Puzzle, Less Quest",IOS,"Wednesday, Mar 9, 2022 9:06am",6,Fair,https://www.gamespot.com/reviews/puzzle-quest-3-review-more-puzzle-less-quest/1900-6417842/,2,3,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3950592-pg3-3.jpeg
37,Gran Turismo 7 Review - Round We Go Again,PS5,"Monday, Mar 7, 2022 10:17am",8,Great,https://www.gamespot.com/reviews/gran-turismo-7-review-round-we-go-again/1900-6417837/,160,29,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3947556-untitled-1.jpg
38,Total War: Warhammer 3 Review - Bed Of Chaos,PC,"Wednesday, Mar 2, 2022 12:25pm",6,Fair,https://www.gamespot.com/reviews/total-war-warhammer-3-review-bed-of-chaos/1900-6417839/,29,20,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3947892-1.jpg
39,Lost Ark Review - Why'd It Have To Be Snakes,PC,"Thursday, Feb 24, 2022 1:45pm",7,Good,https://www.gamespot.com/reviews/lost-ark-review-whyd-it-have-to-be-snakes/1900-6417834/,13,13,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3945835-untitled-1.jpg
40,"Land of Screens Review - Short, Sweet, But Not-So-Subtle",PC,"Tuesday, Feb 22, 2022 5:13pm",6,Fair,https://www.gamespot.com/reviews/land-of-screens-review-short-sweet-but-not-so-subtle/1900-6417833/,1,5,https://www.gamespot.com/a/uploads/screen_petite/1639/16394322/3944970-20220216161941_1.jpg
41,Final Fantasy 7: The First Soldier Review - Straining At The Seams,AND,"Wednesday, Feb 16, 2022 12:55pm",7,Good,https://www.gamespot.com/reviews/final-fantasy-7-the-first-soldier-review-straining-at-the-seams/1900-6417831/,34,18,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3941953-finalfantasy7firstsoldierthumb.jpg
42,The King Of Fighters XV Review - Wanna Play Some KoF?,PS5,"Wednesday, Feb 16, 2022 7:33am",7,Good,https://www.gamespot.com/reviews/the-king-of-fighters-xv-review-wanna-play-some-kof/1900-6417830/,15,12,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3941722-kofxv.jpg
43,Grapple Dog Review - Bionic Commandog,NS,"Tuesday, Feb 15, 2022 2:17pm",7,Good,https://www.gamespot.com/reviews/grapple-dog-review-bionic-commandog/1900-6417829/,8,6,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3941293-ss_955817273e7cc1dbf6d73ace3be2ac7f6d18d2b8.600x338.jpg
44,Horizon Forbidden West Review - Squad Goals,PS5,"Sunday, Feb 13, 2022 12:07am",8,Great,https://www.gamespot.com/reviews/horizon-forbidden-west-review/1900-6417826/,328,77,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3939629-untitled-1%281%29.jpg
45,Dying Light 2 Review: Look Before You Leap,XBSX,"Tuesday, Feb 8, 2022 3:09pm",6,Fair,https://www.gamespot.com/reviews/dying-light-2-review-look-before-you-leap/1900-6417819/,240,74,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3935400-dyinglight2review.jpg
46,Sifu Review - I Know Kung Fu,PS5,"Sunday, Feb 6, 2022 10:02am",9,Superb,https://www.gamespot.com/reviews/sifu-review-i-know-kung-fu/1900-6417823/,104,39,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3936677-sifu.jpg
47,OlliOlli World Review — Half-Pipe Heaven,PS5,"Wednesday, Feb 2, 2022 2:36pm",9,Superb,https://www.gamespot.com/reviews/olliolli-world-review-half-pipe-heaven/1900-6417822/,3,11,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3935772-olliolliworldreviewthumb.jpg
48,Pokemon Legends: Arceus Review – What? Pokemon Is Evolving!,NS,"Wednesday, Jan 26, 2022 6:00am",8,Great,https://www.gamespot.com/reviews/pokemon-legends-arceus-review-what-pokemon-is-evolving/1900-6417818/,77,58,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3932499-untitled-1.jpg
49,"Uncharted: Legacy Of Thieves Review - Charted, Again",PS5,"Tuesday, Jan 25, 2022 9:34am",8,Great,https://www.gamespot.com/reviews/uncharted-legacy-of-thieves-review-charted-again/1900-6417817/,134,26,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3932212-uncharted.jpg
50,Pupperazzi Review - More Rough Than Ruff,XONE,"Friday, Jan 21, 2022 12:51pm",5,Mediocre,https://www.gamespot.com/reviews/pupperazzi-review-more-rough-than-ruff/1900-6417816/,5,9,https://www.gamespot.com/a/uploads/screen_petite/1639/16394322/3930780-b618b57f-ae6f-421a-ab0b-936e63aff381.png
51,Windjammers 2 Review - Spin To Win,"PS5, PS4","Wednesday, Jan 19, 2022 3:44pm",7,Good,https://www.gamespot.com/reviews/windjammers-2-review-spin-to-win/1900-6417815/,2,5,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3929557-untitled-1.jpg
52,Rainbow Six Extraction Review - Breach And Clear,XBSX,"Tuesday, Jan 18, 2022 5:12pm",7,Good,https://www.gamespot.com/reviews/rainbow-six-extraction-review-breach-and-clear/1900-6417814/,16,15,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3928692-ela.jpg
53,Nobody Saves The World Review - Creature Comforts,XBSX,"Tuesday, Jan 18, 2022 11:48am",9,Superb,https://www.gamespot.com/reviews/nobody-saves-the-world-review-creature-comforts/1900-6417812/,14,15,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3927447-nstw_superheroart_16-9.png
54,Rocket League Sideswipe Review — Pocket Rocket,PC,"Thursday, Jan 13, 2022 4:32pm",9,Superb,https://www.gamespot.com/reviews/rocket-league-sideswipe-review-pocket-rocket/1900-6417809/,10,21,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3924394-sideswipethumbfinal.jpg
55,"God Of War Review: Out With The Old, In With The New","PS4, PC","Wednesday, Jan 12, 2022 8:00am",9,Superb,https://www.gamespot.com/reviews/god-of-war-review-out-with-the-old-in-with-the-new/1900-6416893/,1008,478,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3374555-9711952997-e50100f5c01d73c9dbe767e47e1c5a69
56,Monster Hunter Rise Review - Standing Tall,"NS, PC","Tuesday, Jan 11, 2022 9:37am",9,Superb,https://www.gamespot.com/reviews/monster-hunter-rise-review-standing-tall/1900-6417652/,160,39,https://www.gamespot.com/a/uploads/screen_petite/1575/15759911/3810964-mhrise_magnamalo-02.jpg
57,The Gunk Review - All Gunked Up,XONE,"Wednesday, Dec 22, 2021 1:16pm",6,Fair,https://www.gamespot.com/reviews/the-gunk-review-all-gunked-up/1900-6417807/,44,13,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3920726-untitled-1.jpg
58,"Final Fantasy XIV Endwalker Review - That, I Can't Deny",PC,"Tuesday, Dec 21, 2021 11:57am",8,Great,https://www.gamespot.com/reviews/final-fantasy-xiv-endwalker-review-that-i-cant-deny/1900-6417806/,37,26,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3920420-9565750492-8_lRg.jpg
59,Ruined King: A League Of Legends Story Review -- We Are The Champions,PS4,"Tuesday, Dec 14, 2021 2:36pm",8,Great,https://www.gamespot.com/reviews/ruined-king-a-league-of-legends-story-review-we-are-the-champions/1900-6417802/,6,10,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3918196-keyart_standard_4k.jpg
60,Shovel Knight: Pocket Dungeon Review -- Dig Deep,NS,"Tuesday, Dec 14, 2021 8:24am",8,Great,https://www.gamespot.com/reviews/shovel-knight-pocket-dungeon-review-dig-deep/1900-6417800/,2,7,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3917843-trippleattack.png
61,Halo Infinite Campaign Review - What If Master Chief Was Daddy,XBSX,"Sunday, Dec 5, 2021 11:45am",9,Superb,https://www.gamespot.com/reviews/halo-infinite-campaign-review-what-if-master-chief-was-daddy/1900-6417798/,238,81,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3913984-11-30-2021_12-55-51_pm-25n3i2lq.png
62,Big Brain Academy: Brain Vs. Brain Review,NS,"Wednesday, Dec 1, 2021 11:20am",7,Good,https://www.gamespot.com/reviews/big-brain-academy-brain-vs-brain-review/1900-6417796/,2,3,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3912498-gameplay_bigbrainacademy_20211201_v1.jpg
63,Solar Ash Review - Ash Wins-day,"PC, PS5","Wednesday, Dec 1, 2021 9:29am",8,Great,https://www.gamespot.com/reviews/solar-ash-review-ash-wins-day/1900-6417797/,10,14,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3912656-untitled-1.jpg
64,Halo Infinite Multiplayer Review In Progress - I Need A Weapon,XBSX,"Wednesday, Nov 24, 2021 12:35pm",8,In Progress,https://www.gamespot.com/reviews/halo-infinite-multiplayer-review-in-progress-i-need-a-weapon/1900-6417793/,136,27,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3909381-halotitle.jpg
65,Pokemon Brilliant Diamond / Shining Pearl Review,NS,"Wednesday, Nov 24, 2021 8:44am",7,Good,https://www.gamespot.com/reviews/pokemon-brilliant-diamond-shining-pearl-review/1900-6417790/,42,28,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3907942-pokemonbdsp_-_amity_square_artwork.jpg
66,Battlefield 2042 Review — Character Development,PC,"Tuesday, Nov 23, 2021 4:47pm",7,Good,https://www.gamespot.com/reviews/battlefield-2042-review-character-development/1900-6417785/,91,41,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3905975-battlefield2042reviewthumb.jpg
67,Sherlock Holmes: Chapter One Review - Murder In The Mediterranean,"PS5, XBSX","Friday, Nov 19, 2021 2:29pm",7,Good,https://www.gamespot.com/reviews/sherlock-holmes-chapter-one-review-murder-in-the-mediterranean/1900-6417792/,4,16,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3909313-12.jpg
68,Grand Theft Auto The Trilogy: Definitive Edition Review – Wasted,PC,"Thursday, Nov 18, 2021 3:53pm",4,Poor,https://www.gamespot.com/reviews/grand-theft-auto-the-trilogy-definitive-edition-review-wasted/1900-6417791/,108,118,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3908932-6806388184-80d6d.jpg
69,Inscryption Review - House of Cards,PC,"Monday, Nov 15, 2021 2:28pm",8,Great,https://www.gamespot.com/reviews/inscryption-review-house-of-cards/1900-6417788/,2,9,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3907461-inscryptionprospector.jpg
70,New World Review: (Faction) War Never Changes,PC,"Friday, Nov 12, 2021 6:43am",6,Fair,https://www.gamespot.com/reviews/new-world-review-faction-war-never-changes/1900-6417769/,24,17,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/3898179-newworldtuningorbguide.jpg
71,Bright Memory: Infinite Review - Finite Would Be More Appropriate,PC,"Wednesday, Nov 10, 2021 6:58pm",6,Fair,https://www.gamespot.com/reviews/bright-memory-infinite-review-finite-would-be-more-appropriate/1900-6417784/,10,6,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3905942-20211104010629_1.jpg
72,Call Of Duty: Vanguard Review — Personnel Problems,PS5,"Wednesday, Nov 10, 2021 3:13pm",7,Good,https://www.gamespot.com/reviews/call-of-duty-vanguard-review-personnel-problems/1900-6417780/,82,35,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3903761-codvanguard.jpg
73,Age Of Empires IV Review - Resistance Is Feudal,PC,"Monday, Nov 8, 2021 12:00pm",7,Good,https://www.gamespot.com/reviews/age-of-empires-iv-review-resistance-is-feudal/1900-6417782/,49,41,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3905042-ageofempires4%281%29.jpg
74,Shin Megami Tensei V Review - The End of The World As We Know It (And I Feel Fine),NS,"Thursday, Nov 4, 2021 2:37pm",8,Great,https://www.gamespot.com/reviews/shin-megami-tensei-v-review-the-end-of-the-world-as-we-know-it-and-i-feel-fine/1900-6417779/,17,21,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3903067-6303379428-hero.jpg
75,Forza Horizon 5 Review - It's About Four-Wheeled Family,XBSX,"Thursday, Nov 4, 2021 6:56am",9,Superb,https://www.gamespot.com/reviews/forza-horizon-5-review-its-about-four-wheeled-family/1900-6417778/,138,61,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3903016-1021715925-408b0.jpg
76,Riders Republic Review - National Lark,PC,"Wednesday, Nov 3, 2021 5:37pm",8,Great,https://www.gamespot.com/reviews/riders-republic-review-national-lark/1900-6417777/,16,10,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3903004-1.jpg
77,Voice Of Cards: The Isle Dragon Roars Review - Cards Against Humanity,NS,"Tuesday, Nov 2, 2021 12:40pm",8,Great,https://www.gamespot.com/reviews/voice-of-cards-the-isle-dragon-roars-review-cards-against-humanity/1900-6417775/,0,9,https://www.gamespot.com/a/uploads/screen_petite/1597/15971423/3902516-0653532626-ss_31.jpg
78,Unpacking Review - The Things We Carry,NS,"Friday, Oct 29, 2021 2:27pm",9,Superb,https://www.gamespot.com/reviews/unpacking-review-the-things-we-carry/1900-6417774/,27,22,https://www.gamespot.com/a/uploads/screen_petite/1595/15950357/3901123-unpacking_23.jpg
79,Mario Party Superstars Review - The Fault In Our Stars,NS,"Thursday, Oct 28, 2021 8:45am",6,Fair,https://www.gamespot.com/reviews/mario-party-superstars-review-the-fault-in-our-stars/1900-6417771/,69,35,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3900168-untitled-1.jpg
80,Unsighted Review - Counting The Seconds,XONE,"Wednesday, Oct 27, 2021 2:31pm",8,Great,https://www.gamespot.com/reviews/unsighted-review-counting-the-seconds/1900-6417773/,6,13,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3899656-untitled-1.jpg
81,The Good Life Review - Country House,"PC, PS4","Tuesday, Oct 26, 2021 10:47am",6,Fair,https://www.gamespot.com/reviews/the-good-life-review-country-house/1900-6417770/,6,12,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3898528-1.jpg
82,Hot Wheels Unleashed Review - Toybox Drift,XBSX,"Monday, Oct 25, 2021 9:42am",7,Good,https://www.gamespot.com/reviews/hot-wheels-unleashed-review-toybox-drift/1900-6417753/,23,8,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3886544-8299361594-hot-w.jpg
83,Alan Wake Remastered Review,"X360, PS5","Monday, Oct 25, 2021 9:41am",8,Great,https://www.gamespot.com/reviews/alan-wake-remastered-review/1900-6260843/,92,56,https://www.gamespot.com/a/uploads/screen_petite/mig/8/5/0/6/2098506-169_alan_wake_video_review_xbox360_050610.jpg
84,"Resident Evil 4 VR Review - A Selection Of Good Things, Stranger",OQ,"Friday, Oct 22, 2021 7:03pm",9,Superb,https://www.gamespot.com/reviews/resident-evil-4-vr-review-a-selection-of-good-things-stranger/1900-6417767/,74,27,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3897759-0787019402-Resid.jpg
85,Marvel's Guardians Of The Galaxy Review - Shot Through The Heart,PS5,"Friday, Oct 22, 2021 6:48pm",7,Good,https://www.gamespot.com/reviews/marvels-guardians-of-the-galaxy-review-shot-through-the-heart/1900-6417764/,71,25,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3897478-guardians.jpg
86,The Dark Pictures Anthology: House Of Ashes Review - The Descent,PS5,"Friday, Oct 22, 2021 3:44pm",8,Great,https://www.gamespot.com/reviews/the-dark-pictures-anthology-house-of-ashes-review-the-descent/1900-6417766/,14,26,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3897506-untitled-11.jpg
87,Rainbow Billy: The Curse Of The Leviathan Review - Rainbow Connection,PS4,"Thursday, Oct 21, 2021 4:02pm",8,Great,https://www.gamespot.com/reviews/rainbow-billy-the-curse-of-the-leviathan-review-rainbow-connection/1900-6417765/,4,11,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3897454-untitled-1.jpg
88,Outer Wilds: Echoes Of The Eye Review - Once More Into The Breach,PC,"Friday, Oct 15, 2021 11:07am",8,Great,https://www.gamespot.com/reviews/outer-wilds-echoes-of-the-eye-review-once-more-into-the-breach/1900-6417762/,4,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3894990-untitled-1.jpg
89,Back 4 Blood Review - Reanimated,PS5,"Thursday, Oct 14, 2021 4:22pm",7,Good,https://www.gamespot.com/reviews/back-4-blood-review-reanimated/1900-6417761/,66,17,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3894664-2720388461-dOdJh.jpg
