title,reviewer,current_review_url,info_url
Sequence Review,Mark Walton,https://www.gamespot.com/reviews/sequence-review/1900-6346560/,https://www.gamespot.com/games/before-the-echo/
Medieval Moves: Deadmund's Quest Review,Tom Mc Shea,https://www.gamespot.com/reviews/medieval-moves-deadmunds-quest-review/1900-6346532/,https://www.gamespot.com/games/medieval-moves-deadmunds-quest/
Raving Rabbids: Alive & Kicking Review,Jason Venter,https://www.gamespot.com/reviews/raving-rabbids-alive-and-kicking-review/1900-6346443/,https://www.gamespot.com/games/raving-rabbids-alive-and-kicking/
BurgerTime: World Tour Review,Brett Todd,https://www.gamespot.com/reviews/burgertime-world-tour-review/1900-6346488/,https://www.gamespot.com/games/burgertime-world-tour/
Jurassic Park: The Game Review,Carolyn Petit,https://www.gamespot.com/reviews/jurassic-park-the-game-review/1900-6346470/,https://www.gamespot.com/games/jurassic-park-the-game/
Jurassic Park: The Game Review,Carolyn Petit,https://www.gamespot.com/reviews/jurassic-park-the-game-review/1900-6346475/,https://www.gamespot.com/games/jurassic-park-the-game/
Shinobi Review,Austin Light,https://www.gamespot.com/reviews/shinobi-review/1900-6346466/,https://www.gamespot.com/games/shinobi-2011/
The Binding of Isaac Review,Maxwell McGee,https://www.gamespot.com/reviews/the-binding-of-isaac-review/1900-6346463/,https://www.gamespot.com/games/the-binding-of-isaac/
Aliens: Infestation Review,Mark Walton,https://www.gamespot.com/reviews/aliens-infestation-review/1900-6346310/,https://www.gamespot.com/games/aliens-infestation/
NCIS Review,Brett Todd,https://www.gamespot.com/reviews/ncis-review/1900-6346297/,https://www.gamespot.com/games/ncis/
Need for Speed: The Run Review,Carolyn Petit,https://www.gamespot.com/reviews/need-for-speed-the-run-review/1900-6346231/,https://www.gamespot.com/games/need-for-speed-the-run/
Need for Speed: The Run Review,Carolyn Petit,https://www.gamespot.com/reviews/need-for-speed-the-run-review/1900-6346210/,https://www.gamespot.com/games/need-for-speed-the-run/
Halo: Combat Evolved Anniversary Review,Chris Watters,https://www.gamespot.com/reviews/halo-combat-evolved-anniversary-review/1900-6346217/,https://www.gamespot.com/games/halo-combat-evolved/
Blackwater Review,Jason Venter,https://www.gamespot.com/reviews/blackwater-review/1900-6346215/,https://www.gamespot.com/games/blackwater/
