review_url,title,metacritic,user_avg,count,10,9,8,7,6,5,4,3,2,1
https://www.gamespot.com/reviews/guns-of-icarus-review/1900-6263817/,The Sims Bustin' Out,81,8,4700,741,1428,1644,495,145,82,49,24,23,69
https://www.gamespot.com/reviews/blur-review/1900-6263642/,The Sims Bustin' Out,81,8,4700,741,1428,1644,495,145,82,49,24,23,69
https://www.gamespot.com/reviews/blur-review/1900-6263660/,Medabots AX,,7,187,28,17,38,48,20,22,0,9,0,5
https://www.gamespot.com/reviews/rocket-knight-review/1900-6263362/,Culdcept (2003),78,8.5,221,32,105,60,21,2,0,1,0,0,0
https://www.gamespot.com/reviews/sherlock-holmes-the-mystery-of-the-persian-carpet-/1900-6263307/,Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,52,6.8,628,154,41,67,115,85,62,23,24,13,45
https://www.gamespot.com/reviews/sherlock-holmes-vs-jack-the-ripper-review/1900-6263327/,Tokyo Xtreme Racer 3,63,7.9,449,94,111,125,58,24,12,8,6,4,7
https://www.gamespot.com/reviews/zeno-clash-ultimate-edition-review/1900-6263229/,Prince of Persia: The Sands of Time,92,8.9,19928,6066,10606,2152,546,186,112,46,31,34,149
https://www.gamespot.com/reviews/super-mario-galaxy-2-review/1900-6263170/,Mucha Lucha! Mascaritas of the Lost Code,26,4,30,3,1,2,0,2,3,4,4,3,8
https://www.gamespot.com/reviews/sin-and-punishment-successor-of-the-skies-review/1900-6263172/,The King of Fighters 2000/2001,71,8.4,362,60,138,125,28,8,0,0,1,1,1
https://www.gamespot.com/reviews/prince-of-persia-the-forgotten-sands-review/1900-6262722/,Dr. Seuss' The Cat in the Hat,56,4.4,166,14,1,9,21,17,17,27,13,9,38
https://www.gamespot.com/reviews/things-on-wheels-review/1900-6263045/,Broken Sword: The Sleeping Dragon,,8.1,1897,247,635,702,182,68,19,11,7,8,18
https://www.gamespot.com/reviews/rocket-knight-review/1900-6263043/,Lock On: Modern Air Combat,76,8,878,181,251,250,99,27,20,14,8,1,27
https://www.gamespot.com/reviews/2010-fifa-world-cup-south-africa-review/1900-6262878/,Tom Clancy's Splinter Cell,91,8.6,14414,2674,7715,2857,654,188,103,50,20,20,133
https://www.gamespot.com/reviews/red-dead-redemption-review/1900-6262940/,Terminator 3: War of the Machines,25,4,454,61,15,17,28,20,28,25,50,87,123
https://www.gamespot.com/reviews/red-dead-redemption-review/1900-6262899/,Sonic Advance,87,7.9,1747,183,471,730,226,58,31,17,3,3,25
https://www.gamespot.com/reviews/dementium-ii-review/1900-6262921/,American Idol,39,4.1,398,49,9,16,32,17,37,35,36,42,125
https://www.gamespot.com/reviews/prince-of-persia-the-forgotten-sands-review/1900-6261837/,Korea: Forgotten Conflict,56,6.1,47,5,1,5,12,12,5,2,1,1,3
https://www.gamespot.com/reviews/prince-of-persia-the-forgotten-sands-review/1900-6262728/,Fatal Frame II: Crimson Butterfly,81,8.8,2736,818,1341,456,64,20,7,6,3,2,19
https://www.gamespot.com/reviews/word-ace-review/1900-6262869/,SSX 3,63,8.9,5367,1733,2847,521,113,50,21,14,8,8,52
https://www.gamespot.com/reviews/soul-of-darkness-review/1900-6262613/,Teenage Mutant Ninja Turtles (2003),59,6.9,1522,158,126,342,476,199,100,48,22,19,32
https://www.gamespot.com/reviews/jewellust-review/1900-6262612/,Prince of Persia: The Sands of Time,92,8.9,19928,6066,10606,2152,546,186,112,46,31,34,149
https://www.gamespot.com/reviews/hook-champ-review/1900-6262611/,Rayman 3,83,7.6,237,30,42,100,34,12,7,0,1,0,11
https://www.gamespot.com/reviews/split-second-review/1900-6262503/,The Sims Bustin' Out,81,8,4700,741,1428,1644,495,145,82,49,24,23,69
https://www.gamespot.com/reviews/split-second-review/1900-6262508/,I-Ninja,73,7.7,1174,141,218,505,197,53,14,14,6,5,21
https://www.gamespot.com/reviews/split-second-review/1900-6262505/,Rayman 3,83,7.6,237,30,42,100,34,12,7,0,1,0,11
https://www.gamespot.com/reviews/sakura-wars-so-long-my-love-review/1900-6262547/,Pokemon Ruby / Sapphire / Emerald Version,82,8.6,18581,5087,7343,4501,942,233,121,46,43,43,222
https://www.gamespot.com/reviews/raystorm-hd-review/1900-6262543/,Gekido Advance: Kintaro's Revenge,70,7.1,40,2,4,15,11,4,0,3,0,0,1
https://www.gamespot.com/reviews/grand-theft-auto-chinatown-wars-review/1900-6262609/,Harvest Moon: Friends of Mineral Town,81,8.8,2029,653,893,350,71,16,11,9,6,4,16
https://www.gamespot.com/reviews/trauma-team-review/1900-6262506/,Goblin Commander: Unleash the Horde,70,7,501,46,44,135,161,65,15,9,7,5,14
https://www.gamespot.com/reviews/naruto-shippuden-ultimate-ninja-heroes-3-review/1900-6262338/,Goblin Commander: Unleash the Horde,70,7,501,46,44,135,161,65,15,9,7,5,14
https://www.gamespot.com/reviews/skate-3-review/1900-6261859/,Desert Thunder,,5.3,30,1,1,5,4,3,8,2,2,0,4
https://www.gamespot.com/reviews/skate-3-review/1900-6262178/,Virtua Tennis,92,8.1,1061,181,456,249,84,18,18,10,11,6,28
https://www.gamespot.com/reviews/lead-and-gold-gangs-of-the-wild-west-review/1900-6261944/,Mission: Impossible: Operation Surma,64,6.9,718,71,67,192,210,75,35,11,16,15,26
https://www.gamespot.com/reviews/lost-planet-2-review/1900-6261582/,Mission: Impossible: Operation Surma,64,6.9,718,71,67,192,210,75,35,11,16,15,26
https://www.gamespot.com/reviews/lost-planet-2-review/1900-6261614/,Magic: The Gathering - Battlegrounds,68,7.2,803,94,100,236,211,69,37,18,9,11,18
https://www.gamespot.com/reviews/iron-man-2-review/1900-6261794/,R: Racing Evolution,66,7,515,55,46,125,163,54,31,8,7,4,22
https://www.gamespot.com/reviews/hyperballoid-hd-review/1900-6261592/,R: Racing Evolution,66,7,515,55,46,125,163,54,31,8,7,4,22
https://www.gamespot.com/reviews/the-whispered-world-review/1900-6261473/,R: Racing Evolution,66,7,515,55,46,125,163,54,31,8,7,4,22
https://www.gamespot.com/reviews/heavy-rain-chronicles-episode-1-the-taxidermist-re/1900-6261318/,The Lord of the Rings: The Return of the King,85,8.3,9884,1358,3849,3444,768,189,106,49,24,19,78
https://www.gamespot.com/reviews/picross-3d-review/1900-6261327/,Silent Hill 3,85,8.6,6318,1555,3030,1303,262,58,39,17,11,7,36
https://www.gamespot.com/reviews/serious-sam-hd-the-second-encounter-review/1900-6261027/,Prince of Persia: The Sands of Time,92,8.9,19928,6066,10606,2152,546,186,112,46,31,34,149
https://www.gamespot.com/reviews/tecmo-bowl-throwback-review/1900-6261241/,Prince of Persia: The Sands of Time,92,8.9,19928,6066,10606,2152,546,186,112,46,31,34,149
https://www.gamespot.com/reviews/2010-fifa-world-cup-south-africa-review/1900-6261244/,Prince of Persia: The Sands of Time,92,8.9,19928,6066,10606,2152,546,186,112,46,31,34,149
https://www.gamespot.com/reviews/nier-review/1900-6260973/,Kya: Dark Lineage,69,8.2,485,81,190,134,50,9,4,7,5,0,5
https://www.gamespot.com/reviews/nier-review/1900-6260971/,Wildlife Park,62,7.1,,,,,,,,,,,
https://www.gamespot.com/reviews/dantes-inferno-trials-of-st-lucia-review/1900-6260953/,Disney's The Haunted Mansion,71,7,297,23,28,90,96,32,5,6,3,2,12
https://www.gamespot.com/reviews/left-4-dead-2-the-passing-review/1900-6260865/,Neverwinter Nights,91,8.7,16409,4896,7261,2938,796,206,101,55,26,20,110
https://www.gamespot.com/reviews/3d-dot-game-heroes-review/1900-6260112/,Gotcha Force,56,8.5,331,124,85,68,26,10,6,4,1,2,5
https://www.gamespot.com/reviews/dead-to-rights-retribution-review/1900-6260606/,Armed and Dangerous,78,7.8,1466,138,326,675,233,35,21,6,3,9,20
https://www.gamespot.com/reviews/dead-to-rights-retribution-review/1900-6260603/,Lowrider,46,6,77,13,3,8,17,11,5,4,2,3,11
https://www.gamespot.com/reviews/tom-clancys-splinter-cell-conviction-review/1900-6260586/,Dead to Rights,73,7.2,2527,196,311,972,591,166,100,40,38,20,93
https://www.gamespot.com/reviews/super-street-fighter-iv-review/1900-6260477/,Lords of EverQuest,62,5.7,170,25,4,17,13,35,34,13,4,9,16
https://www.gamespot.com/reviews/2010-fifa-world-cup-south-africa-review/1900-6260570/,Victoria: An Empire Under the Sun,58,8.2,312,79,98,70,36,17,5,1,0,0,6
https://www.gamespot.com/reviews/2010-fifa-world-cup-south-africa-review/1900-6260563/,Max Payne 2: The Fall of Max Payne,86,8.8,13465,4375,6220,1874,561,174,99,31,13,26,92
https://www.gamespot.com/reviews/super-street-fighter-iv-review/1900-6260480/,Hot Wheels: World Race,,6.4,211,26,15,20,60,42,21,6,3,3,15
https://www.gamespot.com/reviews/monster-hunter-tri-review/1900-6260226/,XIII,73,7.7,4724,456,977,1726,964,326,116,50,27,18,65
https://www.gamespot.com/reviews/after-burner-climax-review/1900-6260120/,NCAA Final Four 2004,45,3.7,,,,,,,,,,,
https://www.gamespot.com/reviews/after-burner-climax-review/1900-6260186/,Dragon Ball Z: Budokai 2,66,7.8,5253,825,1056,1688,1126,293,111,48,25,10,71
https://www.gamespot.com/reviews/test/1900-6260095/,Sword of Mana,72,7.9,1263,148,333,455,219,58,17,14,4,3,12
https://www.gamespot.com/reviews/out-of-the-park-baseball-11-review/1900-6260005/,Battlestar Galactica (2003),66,7,518,48,43,147,164,55,24,7,10,6,14
https://www.gamespot.com/reviews/the-secret-of-monkey-island-special-edition-review/1900-6260007/,Battlestar Galactica (2003),66,7,518,48,43,147,164,55,24,7,10,6,14
https://www.gamespot.com/reviews/fat-princess-fistful-of-cake-review/1900-6259133/,Beyond Good & Evil,83,8.7,8126,1848,4238,1542,279,90,40,13,11,14,51
https://www.gamespot.com/reviews/beat-hazard-review/1900-6259809/,1080: Avalanche,73,7.7,853,91,177,297,186,57,20,7,1,1,16
https://www.gamespot.com/reviews/mount-and-blade-warband-review/1900-6259262/,Disciples II: Dark Prophecy,84,8.4,1080,216,453,284,85,20,5,2,5,3,7
https://www.gamespot.com/reviews/again-review/1900-6259157/,Armed and Dangerous,78,7.8,1466,138,326,675,233,35,21,6,3,9,20
https://www.gamespot.com/reviews/the-misadventures-of-pb-winterbottom-review/1900-6259139/,Monster Rancher 4,77,8.3,402,94,128,117,38,12,3,4,1,1,4
https://www.gamespot.com/reviews/deadly-premonition-review/1900-6258973/,Deus Ex: Invisible War,80,7.8,5599,589,1739,1898,760,251,103,72,37,32,118
https://www.gamespot.com/reviews/final-fight-double-impact-review/1900-6258979/,Tony Hawk's Underground,90,8.6,6687,1362,3523,1282,325,78,43,14,7,13,40
https://www.gamespot.com/reviews/final-fight-double-impact-review/1900-6259061/,I-Ninja,73,7.7,1174,141,218,505,197,53,14,14,6,5,21
https://www.gamespot.com/reviews/grand-theft-auto-iv-episodes-from-liberty-city-rev/1900-6258860/,Deus Ex: Invisible War,80,7.8,5599,589,1739,1898,760,251,103,72,37,32,118
https://www.gamespot.com/reviews/majesty-2-kingmaker-review/1900-6258418/,Auto Modellista,66,6.8,796,68,67,178,248,109,61,17,9,10,29
https://www.gamespot.com/reviews/lead-and-gold-gangs-of-the-wild-west-review/1900-6258294/,Magic: The Gathering - Battlegrounds,68,7.2,803,94,100,236,211,69,37,18,9,11,18
https://www.gamespot.com/reviews/pokemon-heartgold-review/1900-6257800/,"Warhammer 40,000: Fire Warrior",64,6.2,1027,105,88,157,191,152,128,70,53,31,52
https://www.gamespot.com/reviews/pokemon-soulsilver-review/1900-6258090/,Riven: The Sequel to Myst,83,8.3,1280,255,477,341,128,41,16,9,0,4,9
https://www.gamespot.com/reviews/prison-break-the-conspiracy-review/1900-6257779/,Bloody Roar 4,59,7.6,703,120,103,196,157,74,27,7,5,5,9
https://www.gamespot.com/reviews/prison-break-the-conspiracy-review/1900-6257794/,Whiplash,66,7.3,387,44,55,96,113,37,22,6,5,2,7
https://www.gamespot.com/reviews/grand-theft-auto-iv-episodes-from-liberty-city-rev/1900-6257782/,Whiplash,66,7.3,387,44,55,96,113,37,22,6,5,2,7
https://www.gamespot.com/reviews/tom-clancys-splinter-cell-conviction-review/1900-6257415/,Drake of the 99 Dragons,,2.7,620,72,5,7,7,12,19,12,23,77,386
https://www.gamespot.com/reviews/mimana-iyar-chronicles-review/1900-6257495/,FIFA Soccer 2004,83,7.8,2363,210,668,891,366,81,46,24,17,6,54
https://www.gamespot.com/reviews/alice-in-wonderland-review/1900-6257497/,Spy Hunter 2,57,6.7,297,33,20,48,74,75,21,6,10,5,5
