review_url,title,metacritic,user_avg,count,10,9,8,7,6,5,4,3,2,1
https://www.gamespot.com/reviews/sequence-review/1900-6346560/,Ping Pals,28,3.3,690,85,7,11,28,19,32,39,81,86,302
https://www.gamespot.com/reviews/medieval-moves-deadmunds-quest-review/1900-6346532/,Foosball (2004),,6.7,,,,,,,,,,,
https://www.gamespot.com/reviews/raving-rabbids-alive-and-kicking-review/1900-6346443/,Michael Vick Quarterback 2-Minute Drill,,4.9,,,,,,,,,,,
https://www.gamespot.com/reviews/burgertime-world-tour-review/1900-6346488/,Taiko Drum Master,77,8,247,37,74,84,32,7,4,1,0,2,6
https://www.gamespot.com/reviews/jurassic-park-the-game-review/1900-6346470/,FIFA Soccer 2005,81,8.2,4469,874,1878,1053,305,102,41,45,20,20,131
https://www.gamespot.com/reviews/jurassic-park-the-game-review/1900-6346475/,Sprung,48,6,571,99,30,68,101,80,44,31,18,14,86
https://www.gamespot.com/reviews/shinobi-review/1900-6346466/,Blade Trinity,,6.7,20,5,0,4,4,3,0,1,1,0,2
https://www.gamespot.com/reviews/the-binding-of-isaac-review/1900-6346463/,Armies of Exigo,69,7.6,811,140,153,229,155,59,28,7,7,5,28
https://www.gamespot.com/reviews/aliens-infestation-review/1900-6346310/,Wings Over Vietnam,69,7.2,139,27,16,40,27,5,9,4,1,0,10
https://www.gamespot.com/reviews/ncis-review/1900-6346297/,Asphalt: Urban GT 2D Version,,8.1,29,10,5,8,2,1,1,0,0,1,1
https://www.gamespot.com/reviews/need-for-speed-the-run-review/1900-6346231/,Torrente,36,3.8,139,21,2,2,6,7,9,9,15,19,49
https://www.gamespot.com/reviews/need-for-speed-the-run-review/1900-6346210/,Forgotten Realms: Demon Stone,71,7.7,1929,213,334,825,330,87,52,24,18,13,34
https://www.gamespot.com/reviews/halo-combat-evolved-anniversary-review/1900-6346217/,Monster Garage,38,5.5,342,80,14,18,26,32,35,36,27,17,57
https://www.gamespot.com/reviews/blackwater-review/1900-6346215/,Tom Clancy's Ghost Recon 2,58,8.2,5823,1487,2171,943,474,222,156,95,64,50,161
https://www.gamespot.com/reviews/the-legend-of-zelda-skyward-sword-review/1900-6345839/,The Chronicles of Riddick: Escape From Butcher Bay,90,9,13337,5407,6275,964,240,85,50,30,28,24,234
https://www.gamespot.com/reviews/the-elder-scrolls-v-skyrim-review/1900-6345710/,Feel the Magic: XY/XX,75,8,1915,328,449,710,273,54,31,11,4,11,44
https://www.gamespot.com/reviews/rayman-origins-review/1900-6345837/,ChoroQ,48,5.5,126,23,9,5,11,14,11,18,11,3,21
https://www.gamespot.com/reviews/rayman-origins-review/1900-6345841/,Kingdom Hearts: Chain of Memories,76,8.3,7325,2027,2162,1892,719,214,107,50,26,21,107
https://www.gamespot.com/reviews/rayman-origins-review/1900-6345830/,Mega Man X8,68,8,1581,414,372,380,216,84,27,22,17,5,44
https://www.gamespot.com/reviews/saints-row-the-third-review/1900-6345796/,The Elder Scrolls Travels: Shadowkey,,7.2,129,33,16,14,31,16,4,1,2,1,11
https://www.gamespot.com/reviews/ultimate-marvel-vs-capcom-3-review/1900-6345661/,Star Trek: The Birds of Prey,,7.5,,,,,,,,,,,
https://www.gamespot.com/reviews/ultimate-marvel-vs-capcom-3-review/1900-6345660/,Pocket Kingdom: Own the World,,7.3,128,32,17,24,25,11,5,0,1,1,12
https://www.gamespot.com/reviews/the-war-of-the-worlds-review/1900-6345538/,Legacy: Dark Shadows,41,4.7,87,12,2,0,15,3,10,14,6,7,18
https://www.gamespot.com/reviews/assassins-creed-revelations-review/1900-6345194/,Pathway to Glory,,8.5,186,62,73,31,7,1,0,0,0,0,12
https://www.gamespot.com/reviews/assassins-creed-revelations-review/1900-6345201/,The Lord of the Rings: The Battle for Middle-Earth (2004),82,8.8,10073,3566,4334,1536,306,71,59,28,15,11,147
https://www.gamespot.com/reviews/saints-row-the-third-review/1900-6345399/,Pinball Hall of Fame: The Gottlieb Collection,63,7.4,534,49,78,189,135,44,18,8,2,4,7
https://www.gamespot.com/reviews/sonic-generations-review/1900-6345404/,Pinball Hall of Fame: The Gottlieb Collection,63,7.4,534,49,78,189,135,44,18,8,2,4,7
https://www.gamespot.com/reviews/sonic-generations-review/1900-6345198/,CSI: Miami,54,7.3,525,81,72,129,126,70,11,7,3,6,20
https://www.gamespot.com/reviews/burgertime-world-tour-review/1900-6344772/,Ridge Racer DS,63,6.8,711,100,58,148,169,91,57,33,10,7,39
https://www.gamespot.com/reviews/pixeljunk-sidescroller-review/1900-6344773/,Viewtiful Joe 2,86,8.5,2131,450,1025,457,93,30,11,9,2,5,49
https://www.gamespot.com/reviews/rocksmith-review/1900-6341628/,NBA Basketball 2005,,6.8,,,,,,,,,,,
https://www.gamespot.com/reviews/kinect-joy-ride-review/1900-6283859/,The Polar Express,,3.3,415,50,7,7,10,16,17,27,33,48,200
https://www.gamespot.com/reviews/the-adventures-of-tintin-the-secret-of-the-unicorn/1900-6344488/,Mario Party 6,71,8,2644,487,664,786,468,111,43,20,3,12,50
https://www.gamespot.com/reviews/the-elder-scrolls-v-skyrim-review/1900-6344622/,Star Wars: Knights of the Old Republic II - The Sith Lords,85,8.9,25143,10217,10815,2781,656,193,106,62,39,33,241
https://www.gamespot.com/reviews/the-elder-scrolls-v-skyrim-review/1900-6344618/,The Polar Express,,3.3,415,50,7,7,10,16,17,27,33,48,200
https://www.gamespot.com/reviews/call-of-duty-modern-warfare-3-review/1900-6344654/,Smashing Drive,47,5.1,184,23,5,15,25,15,19,25,21,15,21
https://www.gamespot.com/reviews/super-mario-3d-land-review/1900-6344529/,World Championship Poker: Deluxe Series,60,7.1,760,89,77,225,177,79,48,15,13,7,30
https://www.gamespot.com/reviews/motionsports-adrenaline-review/1900-6344511/,Prince of Persia: Warrior Within,83,8.8,22292,7455,9823,3197,913,307,162,86,47,64,238
https://www.gamespot.com/reviews/call-of-duty-modern-warfare-3-review/1900-6344474/,King Arthur,59,7.1,599,119,42,129,148,71,31,7,13,4,35
https://www.gamespot.com/reviews/cities-xl-2012-review/1900-6344347/,King Arthur,59,7.1,599,119,42,129,148,71,31,7,13,4,35
https://www.gamespot.com/reviews/dungeon-defenders-review/1900-6344317/,King Arthur,59,7.1,599,119,42,129,148,71,31,7,13,4,35
https://www.gamespot.com/reviews/naruto-shippuden-ultimate-ninja-impact-review/1900-6344233/,Prince of Persia: Warrior Within,83,8.8,22292,7455,9823,3197,913,307,162,86,47,64,238
https://www.gamespot.com/reviews/dungeon-defenders-review/1900-6343956/,Prince of Persia: Warrior Within,83,8.8,22292,7455,9823,3197,913,307,162,86,47,64,238
https://www.gamespot.com/reviews/the-adventures-of-tintin-the-secret-of-the-unicorn/1900-6341917/,Joint Operations: Typhoon Rising,82,8.3,2083,482,788,530,127,42,23,15,10,12,54
https://www.gamespot.com/reviews/payday-the-heist-review/1900-6343652/,Final Fantasy I & II: Dawn of Souls,79,8.5,4232,961,1583,1196,355,61,28,9,2,8,29
https://www.gamespot.com/reviews/payday-the-heist-review/1900-6343821/,Space Interceptor: Project Freedom,71,7.3,119,9,13,45,36,6,3,3,1,0,3
https://www.gamespot.com/reviews/the-lord-of-the-rings-war-in-the-north-review/1900-6343820/,Prince of Persia: Warrior Within,83,8.8,22292,7455,9823,3197,913,307,162,86,47,64,238
https://www.gamespot.com/reviews/the-lord-of-the-rings-war-in-the-north-review/1900-6343817/,Outlaw Golf 2,63,7.7,564,55,132,216,95,23,20,7,3,3,10
https://www.gamespot.com/reviews/goldeneye-007-reloaded-review/1900-6343480/,Mr. Driller: Drill Spirits,70,7.3,466,65,54,143,107,48,18,11,2,1,17
https://www.gamespot.com/reviews/goldeneye-007-reloaded-review/1900-6343506/,Sid Meier's Pirates!,82,8.6,9951,2852,4486,1609,456,168,104,36,32,41,167
https://www.gamespot.com/reviews/dragon-ball-z-ultimate-tenkaichi-review/1900-6343062/,Zoo Tycoon 2,72,8,2575,578,626,736,347,116,47,29,14,18,64
https://www.gamespot.com/reviews/dragon-ball-z-ultimate-tenkaichi-review/1900-6342881/,Greg Hastings' Tournament Paintball,74,8.1,784,179,233,208,102,17,10,6,6,2,21
https://www.gamespot.com/reviews/rune-factory-tides-of-destiny-review/1900-6342895/,Atari Anthology,68,7.1,433,46,52,123,104,51,21,12,4,3,17
https://www.gamespot.com/reviews/pokemon-rumble-blast-review/1900-6342886/,Hot Wheels: Stunt Track Challenge,62,6,237,35,16,21,49,37,19,18,9,5,28
https://www.gamespot.com/reviews/disney-universe-review/1900-6342869/,Hot Wheels: Stunt Track Challenge,62,6,237,35,16,21,49,37,19,18,9,5,28
https://www.gamespot.com/reviews/infamous-festival-of-blood-review/1900-6342851/,Karaoke Revolution Volume 3,82,8.3,183,31,67,66,12,2,1,0,1,0,3
https://www.gamespot.com/reviews/battlefield-3-review/1900-6342626/,Wildfire (2004),58,6.6,50,13,1,2,10,10,6,5,0,0,3
https://www.gamespot.com/reviews/the-haunted-hells-reach-review/1900-6342608/,Colin McRae Rally 2005,,8.3,1882,315,812,516,128,32,19,9,12,5,34
https://www.gamespot.com/reviews/deus-ex-human-revolution-the-missing-link-review/1900-6342304/,Scaler,70,6.9,235,29,22,59,57,34,12,7,0,1,14
https://www.gamespot.com/reviews/battlefield-3-review/1900-6342248/,Intellivision Lives! (2010),64,6.4,258,31,23,49,60,28,17,11,4,11,24
https://www.gamespot.com/reviews/kinect-sports-season-two/1900-6342191/,The Urbz: Sims in the City,73,7.8,4054,798,930,1151,630,207,143,46,28,30,91
https://www.gamespot.com/reviews/professor-layton-and-the-last-specter-review/1900-6342186/,The Urbz: Sims in the City,73,7.8,4054,798,930,1151,630,207,143,46,28,30,91
https://www.gamespot.com/reviews/uncharted-3-drakes-deception-review/1900-6341906/,Crash 'N Burn,,7.5,46,3,8,19,9,3,2,0,2,0,0
https://www.gamespot.com/reviews/kirbys-return-to-dreamland-review/1900-6341914/,Crash 'N Burn,,7.5,46,3,8,19,9,3,2,0,2,0,0
https://www.gamespot.com/reviews/rocksmith-review/1900-6341771/,Scaler,70,6.9,235,29,22,59,57,34,12,7,0,1,14
https://www.gamespot.com/reviews/a-game-of-thrones-genesis-review/1900-6341616/,GoldenEye: Rogue Agent,60,6.8,5692,694,609,1196,1352,753,417,170,121,79,301
https://www.gamespot.com/reviews/red-orchestra-2-heroes-of-stalingrad-review/1900-6341622/,GoldenEye: Rogue Agent,60,6.8,5692,694,609,1196,1352,753,417,170,121,79,301
https://www.gamespot.com/reviews/dance-central-2-review/1900-6341170/,GoldenEye: Rogue Agent,60,6.8,5692,694,609,1196,1352,753,417,170,121,79,301
https://www.gamespot.com/reviews/wallabies-rugby-challenge-review/1900-6341555/,Backyard Wrestling 2: There Goes the Neighborhood,43,4.9,670,102,28,45,57,42,80,61,50,72,133
https://www.gamespot.com/reviews/wallabies-rugby-challenge-review/1900-6339976/,Backyard Wrestling 2: There Goes the Neighborhood,43,4.9,670,102,28,45,57,42,80,61,50,72,133
https://www.gamespot.com/reviews/sideway-new-york-review/1900-6341144/,Painkiller,81,8.3,5197,868,2131,1454,367,130,79,38,19,37,75
https://www.gamespot.com/reviews/just-dance-3-review/1900-6340831/,Asphalt: Urban GT,,7.8,1688,303,358,545,261,75,40,29,11,9,58
https://www.gamespot.com/reviews/skylanders-spyros-adventure-review/1900-6340851/,Call of Duty,,9,21509,8446,10354,1811,423,130,54,46,35,30,180
https://www.gamespot.com/reviews/sesame-street-once-upon-a-monster-review/1900-6341148/,Gretzky NHL 2005,66,6.9,142,20,20,34,24,13,10,6,2,2,11
https://www.gamespot.com/reviews/rocketbirds-hardboiled-chicken-review/1900-6341279/,Madden NFL 2005,85,8.5,7550,2015,3688,986,339,106,85,40,37,30,224
https://www.gamespot.com/reviews/football-manager-2012-review/1900-6340512/,Super Mario 64,94,9,27712,13067,10333,3101,654,163,109,50,31,28,176
https://www.gamespot.com/reviews/okabu-review/1900-6341055/,Viewtiful Joe 2,86,8.5,2131,450,1025,457,93,30,11,9,2,5,49
https://www.gamespot.com/reviews/go-vacation-review/1900-6341050/,Spider-Man 2,80,7.7,9943,1250,2706,3093,1425,518,309,179,133,109,221
https://www.gamespot.com/reviews/ratchet-and-clank-all-4-one-review/1900-6341018/,The I of the Dragon,55,7.2,318,49,30,86,80,29,16,9,6,3,10
https://www.gamespot.com/reviews/fallout-new-vegas-lonesome-road-review/1900-6340530/,Ghost in the Shell: Stand Alone Complex (2004),66,7.6,1049,164,184,313,209,99,41,13,9,3,14
https://www.gamespot.com/reviews/just-dance-3-review/1900-6339668/,Call of Duty: Finest Hour,73,7.6,6518,897,1296,2000,1344,466,198,81,41,27,168
https://www.gamespot.com/reviews/castlevania-harmony-of-despair-review/1900-6340094/,Baten Kaitos: Eternal Wings and the Lost Ocean,80,8.7,3538,1097,1552,585,139,60,27,12,9,13,44
https://www.gamespot.com/reviews/wrc-2-review/1900-6340105/,Alien Hominid,79,8.2,3652,679,1399,1030,287,86,38,30,20,14,69
https://www.gamespot.com/reviews/wrc-2-review/1900-6339924/,Call of Duty: Finest Hour,73,7.6,6518,897,1296,2000,1344,466,198,81,41,27,168
https://www.gamespot.com/reviews/brunswick-pro-bowling-review/1900-6339838/,Call of Duty: Finest Hour,73,7.6,6518,897,1296,2000,1344,466,198,81,41,27,168
https://www.gamespot.com/reviews/orcs-must-die-review/1900-6339890/,Alien Hominid,79,8.2,3652,679,1399,1030,287,86,38,30,20,14,69
https://www.gamespot.com/reviews/nuclear-dawn-review/1900-6339919/,Raiden,,7.5,76,12,13,24,13,6,2,3,0,0,3
https://www.gamespot.com/reviews/dragon-age-ii-mark-of-the-assassin-review/1900-6339912/,EverQuest II,83,7.7,4808,1140,1203,1078,583,204,119,45,35,50,351
https://www.gamespot.com/reviews/dead-rising-2-off-the-record-review/1900-6339834/,Vampire: The Masquerade - Bloodlines,80,8.6,8019,2342,3286,1682,394,109,57,21,9,24,95
https://www.gamespot.com/reviews/the-cursed-crusade/1900-6339615/,Need for Speed: Underground 2,82,8.4,25403,6600,8759,6411,2197,475,271,118,82,85,405
https://www.gamespot.com/reviews/the-cursed-crusade/1900-6339856/,Metal Gear Solid 3: Snake Eater,91,9.4,35959,24176,9586,1285,322,108,73,39,22,36,312
https://www.gamespot.com/reviews/deca-sports-extreme-review/1900-6338906/,Dance Dance Revolution Ultramix 2,78,8.4,500,125,161,159,24,11,6,4,0,2,8
https://www.gamespot.com/reviews/dead-rising-2-off-the-record-review/1900-6339670/,Need for Speed: Underground 2,82,8.4,25403,6600,8759,6411,2197,475,271,118,82,85,405
https://www.gamespot.com/reviews/tetris-axis-review/1900-6339604/,Need for Speed: Underground 2,82,8.4,25403,6600,8759,6411,2197,475,271,118,82,85,405
