title,platform,review_date,critic_score,critic_score_text,url,comments,upvotes,img
Soundfall Review - Not Quite My Tempo,PC,"Friday, May 27, 2022 3:39pm",5,Mediocre,/reviews/soundfall-review-not-quite-my-tempo/1900-6417887/,0,2,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3982898-8068884117-Sound.jpg
Apex Legends Mobile Review - Pocket-Sized Royale,AND,"Thursday, May 26, 2022 7:08pm",7,Good,/reviews/apex-legends-mobile-review-pocket-sized-royale/1900-6417885/,3,4,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3981835-2022-05-25%288%29.png
Hatsune Miku Project Diva Megamix+ Review - The Most Miku,PC,"Thursday, May 26, 2022 1:33pm",8,Great,/reviews/hatsune-miku-project-diva-megamix-review-the-most-miku/1900-6417886/,1,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3982216-02-musicvideo.jpg
Sniper Elite 5 Review - Longer-Range,PC,"Thursday, May 26, 2022 8:00am",8,Great,/reviews/sniper-elite-5-review-longer-range/1900-6417884/,26,7,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3981245-1.jpg
Evil Dead: The Game Review - Somewhat Groovy,XBSX,"Friday, May 20, 2022 2:09pm",6,Fair,/reviews/evil-dead-the-game-review-somewhat-groovy/1900-6417881/,32,6,https://www.gamespot.com/a/uploads/screen_petite/1632/16320660/3979617-evildead_thegame_keyart.jpg
Vampire The Masquerade: Swansong Review - That Sinking Feeling,PC,"Friday, May 20, 2022 12:27pm",4,Poor,/reviews/vampire-the-masquerade-swansong-review-that-sinking-feeling/1900-6417882/,38,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3980161-promo.jpg
Salt And Sacrifice Review - Mage Hunter,PC,"Monday, May 16, 2022 1:35pm",7,Good,/reviews/salt-and-sacrifice-review-mage-hunter/1900-6417879/,17,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3977953-saltandsacrificekeyart.jpeg
Eiyuden Chronicle: Rising Review - Humble Beginnings,"PC, NS","Thursday, May 12, 2022 1:50pm",7,Good,/reviews/eiyuden-chronicle-rising-review-humble-beginnings/1900-6417878/,10,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3976699-promoeiyuden.jpg
Trek To Yomi Review - One Samurai,PC,"Friday, May 6, 2022 8:05am",5,Mediocre,/reviews/trek-to-yomi-review-one-samurai/1900-6417874/,25,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3973234-promo.jpg
RiffTrax: The Game Review - Dumb Jokes Reign Supreme,PC,"Thursday, May 5, 2022 12:48pm",7,Good,/reviews/rifftrax-the-game-review-dumb-jokes-reign-supreme/1900-6417875/,0,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3973854-rifftraxthegame_couch.jpg
"Gotta Protectors: Cart of Darkness - Let's Protectorize, Guys!",NS,"Tuesday, May 3, 2022 11:16am",8,Great,/reviews/gotta-protectors-cart-of-darkness-lets-protectorize-guys/1900-6417873/,2,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3972312-5887145971-xpZJw.jpg
Teardown Review - Came In Like A Wrecking Ball,PC,"Thursday, Apr 28, 2022 2:40pm",7,Good,/reviews/teardown-review-came-in-like-a-wrecking-ball/1900-6417871/,2,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3970653-9772831297-ss_9f.jpg
Rogue Legacy 2 Review - Grand Lineage,PC,"Thursday, Apr 28, 2022 8:24am",9,Superb,/reviews/rogue-legacy-2-review-grand-lineage/1900-6417870/,27,6,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3969947-4331977303-Eh5mcZ7XsAEzRrU.jpg
Bugsnax: The Isle of Bigsnax Review - Secret Menu,XBSX,"Wednesday, Apr 27, 2022 12:01pm",7,Good,/reviews/bugsnax-the-isle-of-bigsnax-review-secret-menu/1900-6417869/,2,2,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3969883-8111255004-51634.jpg
Nintendo Switch Sports Review – Better Together,NS,"Wednesday, Apr 27, 2022 9:57am",7,In Progress,/reviews/nintendo-switch-sports-review-in-progress-better-together/1900-6417867/,23,5,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3969510-2329367439-ninte.jpg
The Stanley Parable: Ultra Deluxe Review - A Sequel In All But Name,NS,"Tuesday, Apr 26, 2022 3:47pm",8,Great,/reviews/the-stanley-parable-ultra-deluxe-review-a-sequel-in-all-but-name/1900-6417868/,2,6,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3969539-tspud_keyart_nologo.png
Back 4 Blood: Tunnels Of Terror DLC Review,XBSX,"Thursday, Apr 21, 2022 1:08pm",7,Good,/reviews/back-4-blood-tunnels-of-terror-dlc-review/1900-6417865/,4,7,https://www.gamespot.com/a/uploads/screen_petite/1632/16320660/3966158-zsgnc6xwpbhtyn87q43rbh-1200-80.jpg
Road 96 Review - I Would Walk 500 Miles,XBSX,"Tuesday, Apr 19, 2022 1:32pm",6,Fair,/reviews/road-96-review-i-would-walk-500-miles/1900-6417866/,1,8,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3966247-untitled.jpg
Postal 4: No Regerts Review - Nothing But Regrets,PC,"Monday, Apr 18, 2022 9:53am",1,Abysmal,/reviews/postal-4-no-regerts-review-nothing-but-regrets/1900-6417864/,105,12,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3965184-libraryhero_3840x1240.png
Cat Cafe Manager Review: Meow We're In Business,PC,"Friday, Apr 15, 2022 10:17am",5,Mediocre,/reviews/cat-cafe-manager-review-meow-were-in-business/1900-6417863/,6,2,https://www.gamespot.com/a/uploads/screen_petite/1632/16320660/3964449-keyart.png
Norco Review - Deep South Dystopia,PC,"Monday, Apr 11, 2022 2:50pm",9,Superb,/reviews/norco-review-deep-south-dystopia/1900-6417861/,39,7,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3963169-1.jpg
Lego Star Wars: The Skywalker Saga Review - Duel Of The Bricks,PC,"Thursday, Apr 7, 2022 5:04pm",7,Good,/reviews/lego-star-wars-the-skywalker-saga-review-duel-of-the-bricks/1900-6417859/,13,3,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3961643-3956371-legostarwarstheskywalkersaga.jpeg
"13 Sentinels: Aegis Rim Review – Wow, Cool Robot!","PS4, NS","Thursday, Apr 7, 2022 2:34pm",9,Superb,/reviews/13-sentinels-aegis-rim-review-wow-cool-robot/1900-6417569/,20,31,https://www.gamespot.com/a/uploads/screen_petite/1575/15759911/3736352-13-sentinels--aegis-rim-review-promothumb.jpg
MLB The Show 22 Review - It's Shotime,PS5,"Thursday, Apr 7, 2022 2:31pm",7,Good,/reviews/mlb-the-show-22-review-its-shotime/1900-6417858/,35,1,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3961619-mlb%C2%AEtheshow%E2%84%A222_20220402183924.jpg
Chinatown Detective Agency Review - Carmen Singapore,PC,"Wednesday, Apr 6, 2022 8:43am",7,Good,/reviews/chinatown-detective-agency-review-carmen-singapore/1900-6417856/,3,4,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3960905-chinatowndetectiveagency_review.jpg
Weird West Review - Occult Of Personality,PS4,"Thursday, Mar 31, 2022 4:51pm",6,Fair,/reviews/weird-west-review-occult-of-personality/1900-6417853/,22,9,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3958625-4927556957-maxre.jpg
