url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/mafia/,Mafia,"Aug 27, 2002","PC, PlayStation 2, Xbox","Quite simply, Mafia is one of the best games of the year.",Illusion Softworks,"E-Frontier, Take-Two Interactive, 2K Games, Sold Out Software, Gathering, ak tronic, Illusion Softworks","Action, Adventure",Mature
https://www.gamespot.com/games/sumo-wrestling/,Sumo Wrestling,"May 31, 2004",Mobile,"Even the most culturally myopic gamer will appreciate Sumo's array of traditional moves, reasonably intuitive controls, and detailed graphics.",Swing dot BSI,Mitsui Bussan,"Fighting, Wrestling, Action",
https://www.gamespot.com/games/psi-ops-the-mindgate-conspiracy/,Psi-Ops: The Mindgate Conspiracy,"Jun 14, 2004","PC, PlayStation 2, Xbox",Psi-Ops sets itself apart incredibly well with its series of well-implemented psychic abilities.,"Gamestar (China), Midway","Zoo Digital Publishing, Midway, Capcom","Shooter, Third-Person, 3D, Action",Mature
https://www.gamespot.com/games/the-legend-of-zelda-four-swords-adventures/,The Legend of Zelda: Four Swords Adventures,"Jun 7, 2004",GameCube,"If you've been waiting for a truly compelling reason to invest in a GameCube-to-GBA link cable, this is probably it.",Nintendo,Nintendo,"Action, Adventure",Everyone
https://www.gamespot.com/games/atari-retro/,Atari Retro,"Jan 1, 2003","PC, Zodiac","While the emulation used to power these old games is well-done, the game is utterly lacking in the bells-and-whistles department.",Atari SA,Atari SA,Compilation,
https://www.gamespot.com/games/block-breaker-deluxe/,Block Breaker Deluxe,"Jun 15, 2004","iOS (iPhone/iPad), Mobile, Wii",Prepare for the frenzy of the coolest block-breaker game ever.,Gameloft,Gameloft,"Puzzle, Action",Everyone
https://www.gamespot.com/games/world-tour-soccer-2005/,World Tour Soccer 2005,"Apr 14, 2004",PlayStation 2,World Tour Soccer 2005 plays such an ugly version of the beautiful game that it's unlikely you'll play it for long enough to see even half of what it offers.,SCEE London Studio,"989 Sports, SCEE","Team-Based, Simulation, Soccer, Sports",Everyone
https://www.gamespot.com/games/the-green-myste/,The Green Myste,2004,Zodiac,The Green Myste is fraught with so many serious problems that it's a real chore to play.,Rusty Axe Games,Rusty Axe Games,Role-Playing,
https://www.gamespot.com/games/ribbit-king/,Ribbit King,"Jun 8, 2004","GameCube, PlayStation 2","Ribbit King introduces the sport of ""Frolfing,"" or golfing with frogs.",Infinity,Bandai,"Arcade, Sports, Golf",Everyone
https://www.gamespot.com/games/spider-man-2/,Spider-Man 2,"Jun 28, 2004","GameCube, PlayStation 2, Xbox","Spider-Man 2 is a good game, but its repetitive gameplay, combined with an open-ended design, also makes it feel like a missed opportunity.",Treyarch,"Activision, Taito Corporation","Action, Adventure",Teen
https://www.gamespot.com/games/spider-man-2/,Spider-Man 2,"Jun 28, 2004","GameCube, PlayStation 2, Xbox","Spider-Man 2 is a good game, but its repetitive gameplay, combined with an open-ended design, also makes it feel like a missed opportunity.",Treyarch,"Activision, Taito Corporation","Adventure, Action",Teen
https://www.gamespot.com/games/spider-man-2/,Spider-Man 2,"Jun 28, 2004","GameCube, PlayStation 2, Xbox","Spider-Man 2 is a good game, but its repetitive gameplay, combined with an open-ended design, also makes it feel like a missed opportunity.",Treyarch,"Activision, Taito Corporation","Adventure, Action",Teen
https://www.gamespot.com/games/perimeter/,Perimeter,"Jun 30, 2004",PC,Perimeter is without a doubt one of the most innovative real-time strategy games to appear in years.,K-D Lab,"Sold Out Software, Codemasters, 1C","Strategy, Real-Time",Everyone
https://www.gamespot.com/games/king-arthur-2004/,King Arthur (2004),"Jun 11, 2004",Mobile,King Arthur's beat-'em-up gameplay has been oversimplified to the point of tedium.,Lavastorm,Walt Disney Internet Group,"Open-World, 3D, Action, Adventure",
https://www.gamespot.com/games/uefa-euro-2004-portugal/,UEFA Euro 2004: Portugal,"May 4, 2004","PC, PlayStation 2, Xbox","UEFA Euro 2004 boasts only a fraction of the teams and features found in FIFA 2004, but it's sufficiently different to make it a worthwhile purchase.",EA Canada,Electronic Arts,"Simulation, Soccer, Sports, Team-Based",Everyone
https://www.gamespot.com/games/power-drome/,Power Drome,"Jun 15, 2004","PC, PlayStation 2, Xbox","A value-priced, futuristic racing game might not sound immediately appealing, but Powerdrome is better than the sum of its parts.",Argonaut Games,"Zoo Digital Publishing, Mud Duck Productions, Evolved Games","Arcade, Driving/Racing",Teen
