url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/heroes-of-might-and-magic-v/,Heroes of Might and Magic V,"May 23, 2006","Macintosh, PC","The fifth installment in the Heroes of Might and Magic saga offers new factions, scenarios, and more. Heroes of Might and Magic V also lets you explore the fantasy role-playing universe in an all-new campaign mode.",Nival Interactive,"Freeverse, Ubisoft, ak tronic, Mastertronic, Sold Out Software","Strategy, Turn-Based",Teen
https://www.gamespot.com/games/monster-hunter-freedom/,Monster Hunter Freedom,"May 23, 2006",PSP,Monster Hunter Freedom is based on the Monster Hunter G game for the PlayStation 2. New features have been added to this version of the game including minigames and the ability to raise cats. The game supports 1 to 4 players via an ad-hoc connection.,Capcom,Capcom,"Role-Playing, Action",Teen
https://www.gamespot.com/games/the-hustle-detroit-streets/,The Hustle: Detroit Streets,"Oct 25, 2005","PlayStation 2, PSP, Xbox",The Hustle: Detroit Streets is a pool game in which you play as Jack Stone or Kat Hudson. Guide them through the pool halls of Detroit in their quest for respect and cash.,Blade Interactive,"Activision Value, Deep Silver","Billiards, Sports",Teen
https://www.gamespot.com/games/the-hustle-detroit-streets/,The Hustle: Detroit Streets,"Oct 25, 2005","PlayStation 2, PSP, Xbox",The Hustle: Detroit Streets is a pool game in which you play as Jack Stone or Kat Hudson. Guide them through the pool halls of Detroit in their quest for respect and cash.,Blade Interactive,"Activision Value, Deep Silver","Billiards, Sports",Teen
https://www.gamespot.com/games/the-da-vinci-code/,The Da Vinci Code,"May 15, 2006","PC, PlayStation 2, Xbox","The Da Vinci Code is based on the movie by Ron Howard, which is based on the book by Dan Brown.",The Collective,2K Games,"Action, Adventure",Teen
https://www.gamespot.com/games/the-da-vinci-code/,The Da Vinci Code,"May 15, 2006","PC, PlayStation 2, Xbox","The Da Vinci Code is based on the movie by Ron Howard, which is based on the book by Dan Brown.",The Collective,2K Games,"Adventure, Action",Teen
https://www.gamespot.com/games/the-da-vinci-code/,The Da Vinci Code,"May 15, 2006","PC, PlayStation 2, Xbox","The Da Vinci Code is based on the movie by Ron Howard, which is based on the book by Dan Brown.",The Collective,2K Games,"Action, Adventure",Teen
https://www.gamespot.com/games/army-men-major-malfunction/,Army Men: Major Malfunction,"Apr 14, 2006",Xbox,"Global Star brings you the next installment in the Army Men shooter series, entitled Army Men: Major Malfunction.",Team 17,Global Star Software,"3D, Action, Shooter, Third-Person",Teen
https://www.gamespot.com/games/spellforce-2-shadow-wars/,SpellForce 2: Shadow Wars,"May 5, 2006",PC,SpellForce 2 continues the strategy role-playing gameplay of the previous SpellForce game.,EA Phenomic,"Aspyr, JoWooD Entertainment AG, Auran, THQ Nordic, DreamCatcher Interactive",Role-Playing,Mature
https://www.gamespot.com/games/nba-ballers-rebound/,NBA Ballers: Rebound,"May 9, 2006",PSP,NBA Ballers: Rebound is a one-on-one basketball game that takes you from rags-to-riches as an unknown Baller or an NBA superstar.,Backbone Entertainment,Midway,"Arcade, Basketball, Sports, Team-Based",Everyone
