url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/neo-mystery-bonus/,Neo Mystery Bonus,"Apr 30, 1999",Neo Geo Pocket Color,Looking for a game that you can play with one hand?,Dyna Corporation,SNK,Gambling,Everyone
https://www.gamespot.com/games/neo-21/,Neo 21,"Jan 31, 2000",Neo Geo Pocket Color,It doesn't try to dazzle with effects; it just effectively one-ups all those silly little LCD-screen blackjack machines that you find in convenience stores.,Dyna Corporation,"SNK, Dyna Corporation",Gambling,Everyone
https://www.gamespot.com/games/neo-dragons-wild/,Neo Dragon's Wild,"Apr 30, 1999",Neo Geo Pocket Color,Neo Dragon's Wild is a good little cart to keep around.,Dyna Corporation,SNK,Gambling,Everyone
https://www.gamespot.com/games/neo-cherry-master/,Neo Cherry Master,"Dec 25, 1998","Neo Geo Pocket, Neo Geo Pocket Color",,Dyna Corporation,SNK,Gambling,Everyone
https://www.gamespot.com/games/king-of-fighters-r-2/,King of Fighters R-2,"Apr 30, 1999","Neo Geo Pocket Color, Nintendo Switch",Definitely one of the must-own Neo Geo Pocket Color titles.,"SNK, Code Mystics Inc.","SNK, SNK Corporation","Fighting, Action, 2D",Everyone 10+
https://www.gamespot.com/games/fatal-fury-first-contact/,Fatal Fury: First Contact,"Apr 30, 1999","Neo Geo Pocket Color, Nintendo Switch","The game tries hard to play like Real Bout 2, and it pulls it off pretty well.","Yumekobo, Code Mystics Inc.","SNK, SNK Corporation","Action, 2D, Fighting",Teen
https://www.gamespot.com/games/crush-roller/,Crush Roller,"Apr 30, 1999",Neo Geo Pocket Color,"Crush Roller isn't a bad game, but it doesn't go out of its way to be super-interesting, either.",ADK,SNK,"Action, Arcade",Everyone
https://www.gamespot.com/games/bio-motor-unitron/,Bio Motor Unitron,"Jul 31, 1999","Neo Geo Pocket Color, Nintendo Switch",Bio Motor Unitron serves as the Neo Geo Pocket's answer to games like Pokemon and Monster Rancher.,"Yumekobo, SNK Corporation","SNK, SNK Corporation",Role-Playing,Everyone
https://www.gamespot.com/games/bust-a-move-pocket/,Bust-a-Move Pocket,"Apr 30, 1999",Neo Geo Pocket Color,"The Neo Geo Pocket Color does a very good job of rendering the Bust A Move playfield, characters, and bubbles, which appear in vibrant, easy-to-distingush colors.",Ukiyotei,SNK,"Puzzle, Matching/Stacking",Everyone
https://www.gamespot.com/games/xena-warrior-princess-the-talisman-of-fate/,Xena: Warrior Princess - The Talisman of Fate,"Nov 30, 1999",Nintendo 64,"This would probably make a decent party game for players who don't know how to do anything more than mash every button available, but fans of fighting games should stay far, far away.",Saffire,Titus Software,"Fighting, 3D, Action",Teen
https://www.gamespot.com/games/wwf-war-zone/,WWF War Zone,June 1998,"Game Boy, Nintendo 64, PlayStation","While WWF War Zone plays similarly to its predecessors, it presents a package that is completely unmatched in both gameplay and in atmosphere.","Probe Entertainment Limited, Iguana West",Acclaim,"Wrestling, Action, Fighting",Teen
https://www.gamespot.com/games/wetrix/,Wetrix,"Dec 31, 1998","Dreamcast, Nintendo 64, PC","Those who loved Tetrisphere will probably like Wetrix, and that those who hated Tetrisphere will probably like Wetrix as well.",Zed Two Limited,"Xicat Interactive, Take-Two Interactive, Imagineer, Ocean",Puzzle,Everyone
https://www.gamespot.com/games/v-rally-edition-99/,V-Rally Edition '99,June 1999,"Game Boy Color, Nintendo 64, PC",Even the most hard-core rally fan should be hesitant around this title.,"Bit Managers, Eden Studios","Infogrames, Spike","Driving/Racing, Simulation",Everyone
https://www.gamespot.com/games/turok-dinosaur-hunter/,Turok: Dinosaur Hunter,"Feb 28, 1997","Linux, Macintosh, Nintendo 64, Nintendo Switch, PC, PlayStation 4, Xbox One",Turok is more than just another Doom clone.,"Night Dive Studios, icculus.org, Iguana Entertainment, Sculptured Software","Night Dive Studios, Acclaim, Acclaim Japan, Limited Run Games","3D, Action, First-Person, Shooter",Mature
https://www.gamespot.com/games/snowboard-kids-2/,Snowboard Kids 2,"Mar 2, 1999",Nintendo 64,SK2 might be the best party-racing alternative to Mario Kart 64.,Racdym,ATLUS,"Sports, Snowboarding/Skiing",Everyone
https://www.gamespot.com/games/s-c-a-r-s/,S.C.A.R.S.,"Aug 31, 1998","Nintendo 64, PC, PlayStation","Hokey premise or not, the game has a lot going for it.",Vivid Image,Ubisoft,"Driving/Racing, Arcade",Everyone
https://www.gamespot.com/games/rampage-2-universal-tour/,Rampage 2: Universal Tour,March 1999,"Game Boy Color, Nintendo 64, PlayStation",This game truly makes me wonder if the original was really that much fun or if I was just too young to care.,"Digital Eclipse, Avalanche Software","Midway, GT Interactive","Arcade, Action",Teen
https://www.gamespot.com/games/ready-2-rumble-boxing/,Ready 2 Rumble Boxing,"Sep 8, 1999","Dreamcast, Game Boy Color, Nintendo 64, PlayStation",Ready 2 Rumble is one of the must-have launch games on the Dreamcast.,"Midway, Crawfish Interactive, Point of View","Midway, Sega","Sports, Boxing",Teen
https://www.gamespot.com/games/re-volt/,Re-Volt,"Aug 18, 1999","Android, Dreamcast, iOS (iPhone/iPad), Nintendo 64, PC, PlayStation","The graphics look sharp in areas close to the car, but in large open tracks, there's an appalling amount of pop-up.","Big Bit Ltd, Acclaim Studios London","We Go Interactive Co., Ltd, Acclaim, Acclaim Japan, Frogster Interactive","Arcade, Driving/Racing",Everyone
https://www.gamespot.com/games/quake-ii/,Quake II,"Dec 9, 1997","Amiga, Linux, Macintosh, Nintendo 64, PC, PlayStation, Zeebo","Whatever else may be said about Quake II, one thing is certain: It is the only first-person shooter to render the original Quake entirely obsolete.","Hyperion Entertainment, Nvidia Lightspeed Studios, id Software, Raster, Xatrix, Rogue Entertainment, Canopy Games, Team Evolve, Hammerhead","Hyperion Entertainment, NVIDIA, id Software, Activision, Gradiente, Empire Interactive, Head Games Publishing, Ubisoft, Macmillan Software","3D, Action, First-Person, Shooter",Mature
https://www.gamespot.com/games/nfl-quarterback-club-99/,NFL Quarterback Club 99,"Nov 10, 1998",Nintendo 64,The story of Acclaim's NFL Quarterback Club 99 is a tale of two games.,Iguana Entertainment,Acclaim,"Football (American), Simulation, Sports, Team-Based",Everyone
https://www.gamespot.com/games/nfl-quarterback-club-2000/,NFL Quarterback Club 2000,"Aug 26, 1999","Dreamcast, Nintendo 64",Madden 2000 for the N64 is simply a better game.,Acclaim,Acclaim,"Simulation, Sports, Team-Based, Football (American)",Everyone
https://www.gamespot.com/games/penny-racers-1999/,Penny Racers (1999),"Feb 10, 1999",Nintendo 64,"Mario Kart 64 or Diddy Kong Racing are still better bets, since the Choro-Q 64 engine is showing its age and showing it badly.",Locomotive Corporation,"Takara, THQ","Driving/Racing, Arcade",Everyone
https://www.gamespot.com/games/nhl-99/,NHL 99,"Sep 30, 1998","Nintendo 64, PC, PlayStation","It may still be a bit sluggish on the frame rate side, but if you're a fan of previous NHL titles, you won't be disappointed.","MBL Research, EA Sports, EA Canada","EA Sports, Electronic Arts","Team-Based, Hockey, Simulation, Sports",Everyone
https://www.gamespot.com/games/nba-live-99/,NBA Live 99,"Oct 31, 1998","Nintendo 64, PC, PlayStation","The NBA season may still be in jeopardy, but Live is open for business and always ready for a game.","NuFX, EA Sports","EA Sports, Electronic Arts, Electronic Arts Victor","Team-Based, Basketball, Simulation, Sports",Everyone
https://www.gamespot.com/games/monster-truck-madness-2/,Monster Truck Madness 2,"Apr 30, 1998","Nintendo 64, PC",Gamers itchin' for a monster-truck fix should save their cash until the real thing rolls into town.,"Edge of Reality, Terminal Reality","Rockstar Games, Microsoft Game Studios","Simulation, Driving/Racing",Everyone
https://www.gamespot.com/games/mrc-multi-racing-championship/,MRC: Multi-Racing Championship,"Aug 31, 1997",Nintendo 64,"The bottom line is that MRC doesn't move fast enough to give the illusion of speed, making gameplay dull.",Genki,"Ocean, Imagineer","Arcade, Driving/Racing",Everyone
https://www.gamespot.com/games/micro-machines-64-turbo/,Micro Machines 64 Turbo,"Mar 24, 1999",Nintendo 64,Any of you seriously craving Micro Machines action on your Nintendo probably won't be too disappointed.,Codemasters,"Codemasters, Midway","Arcade, Driving/Racing",Everyone
https://www.gamespot.com/games/south-park-chefs-luv-shack/,South Park: Chef's Luv Shack,"Oct 31, 1999","Dreamcast, Nintendo 64, PC, PlayStation","The lame minigames, lack of varied speech, and generally slow pace of the game make it short-lived fun at best.",Acclaim Studios Austin,Acclaim,Party/Minigame,Mature
https://www.gamespot.com/games/lode-runner-3-d/,Lode Runner 3-D,"Mar 26, 1999",Nintendo 64,Lode Runner 3-D is a major departure from the gameplay that has served the Lode Runner series so well for more than a decade.,Big Bang,"Infogrames, Banpresto","Platformer, Action, 2D",Everyone
https://www.gamespot.com/games/knockout-kings-2000/,Knockout Kings 2000,"Oct 3, 1999","Nintendo 64, PlayStation","Die-hard boxing purists who are still looking for a game with true-to-life gameplay, however, will enjoy Knockout Kings 2000 for a brief period, quickly tire of its sim-free control, and keep looking.",Black Ops Entertainment,"EA Sports, Electronic Arts","Boxing, Sports",Teen
https://www.gamespot.com/games/international-superstar-soccer-64/,International Superstar Soccer 64,"Jul 31, 1997",Nintendo 64,"Overall, International Superstar Soccer 64 offers just about everything FIFA 64 did. It just does it slightly better.",KCEO,Konami,"Soccer, Sports, Team-Based, Simulation",Everyone
https://www.gamespot.com/games/gt-64-championship-edition/,GT 64: Championship Edition,"Aug 31, 1998",Nintendo 64,GT 64 is by no means a bad racing game.,Imagineer,"Imagineer, Ocean","Driving/Racing, Simulation",Everyone
https://www.gamespot.com/games/major-league-baseball-featuring-ken-griffey-jr/,"Major League Baseball Featuring Ken Griffey, Jr.","May 31, 1998",Nintendo 64,"It's from Nintendo, and it has Ken Griffey Jr.'s endorsement.",Angel Studios,Nintendo,"Simulation, Sports, Team-Based, Baseball",Everyone
https://www.gamespot.com/games/ken-griffey-jr-s-slugfest/,Ken Griffey Jr.'s Slugfest,"May 10, 1999","Game Boy Color, Nintendo 64","Ken Griffey Jr.'s Slugfest, as the name implies, is a fast-paced arcade-style baseball game that will appeal to anyone who wants an intuitive, easy-to-play game.","Software Creations, Angel Studios",Nintendo,"Team-Based, Baseball, Simulation, Sports",Everyone
https://www.gamespot.com/games/forsaken-1998/,Forsaken (1998),"Apr 30, 1998","Linux, Macintosh, Nintendo 64, PC, PlayStation, Xbox One","If you're without a PC or N64, pick up the PlayStation version without fear.","Night Dive Studios, Iguana Entertainment, Probe Entertainment Limited","Night Dive Studios, Acclaim, Tec Toy, Acclaim Japan","Action, First-Person, Shooter, 3D",Mature
https://www.gamespot.com/games/flying-dragon/,Flying Dragon,"Jul 31, 1998",Nintendo 64,"Flying Dragon isn't a bad fighting game, but it does little to differentiate itself from the pack.",Culture Brain,"Natsume, Culture Brain","3D, Action, Fighting",Teen
https://www.gamespot.com/games/in-fisherman-bass-hunter-64/,In-Fisherman Bass Hunter 64,"Jun 30, 1999",Nintendo 64,This game falls short of the mark and only makes you wonder how you could have liked fishing in the first place.,Gear Head Entertainment,Take-Two Interactive,"Sports, Hunting/Fishing",Everyone
https://www.gamespot.com/games/fighters-destiny/,Fighters Destiny,"Jan 31, 1998",Nintendo 64,"It isn't perfect, but it still blows away the competition by a long shot.",Opus,"Ocean, Imagineer","Action, 3D, Fighting",Teen
https://www.gamespot.com/games/famista-64/,Famista 64,"Nov 28, 1997",Nintendo 64,Famista 64 isn't worth the extra expense that imports warrant.,Namco,Namco,"Baseball, Sports, Team-Based, Arcade",
https://www.gamespot.com/games/f1-world-grand-prix-1999-season/,F1 World Grand Prix: 1999 Season,"Nov 30, 1999","Dreamcast, PC, PlayStation",The frame rate problem and lackluster sounds are not enough to mar what is otherwise an excellent racing sim.,"Video System, Lankhor","Video System, Eidos Interactive","Simulation, Driving/Racing",Everyone
https://www.gamespot.com/games/f1-pole-position-64/,F1 Pole Position 64,"Sep 30, 1997",Nintendo 64,F1 Pole Position will put the hurt on you.,Human Entertainment,"Ubisoft, Human Entertainment","Driving/Racing, Simulation",Kids to Adults
https://www.gamespot.com/games/earthworm-jim-3d/,Earthworm Jim 3D,"Oct 31, 1999","Nintendo 64, PC",Earthworm Jim 3D has something to discourage all types of people from playing it.,VIS Entertainment,"Interplay, Rockstar Games, Frogster Interactive","Action, 3D, Platformer",Rating Pending
https://www.gamespot.com/games/duke-nukem-3d/,Duke Nukem 3D,"Jan 29, 1996","Android, Game.com, Genesis, iOS (iPhone/iPad), Linux, Macintosh, Mobile, Nintendo 64, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Saturn, Xbox 360, Xbox One",The ballots have been cast and the verdict has arrived: The Duke is A-#1.,"Machineworks Northwest, Tiger, Tec Toy, General Arcade, Lion Entertainment, Inc., Sunstorm Interactive, Eurocom Entertainment Software, SONKA, 3D Realms, Gearbox Software, WizardWorks, Simply Silly Software, International Software Values, Inc., Most Significant Bits, Inc, Abstraction Games, Lobotomy Software","Machineworks Northwest, GT Interactive, Tec Toy, Piko Interactive LLC, Devolver Digital, MacSoft, 3D Realms, SkyZone Entertainment, Gearbox Publishing, Eidos Interactive, WizardWorks, P&A, U.S. Gold, Most Significant Bits, Inc, Sega, Microsoft Game Studios","Shooter, 3D, Action, First-Person",Mature
https://www.gamespot.com/games/dual-heroes/,Dual Heroes,"Oct 31, 1998",Nintendo 64,It's not often a game this bad is released in the industry.,Produce,"Hudson, Electro Brain","Action, Fighting, 3D",Teen
https://www.gamespot.com/games/doraemon-nobita-to-3-tsu-no-seireiseki/,Doraemon: Nobita to 3 Tsu no Seireiseki,Canceled,,By all accounts Doraemon can be compared to Mario...it just suffers by the comparison.,,,,Rating Pending
