url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/pixeljunk-shooter/,PixelJunk Shooter,"Dec 10, 2009","Linux, Macintosh, PC, PlayStation 3","PixelJunk returns with its fourth game in the series featuring HD graphics, online rankings, and remote PSP play.","Double Eleven, Q Games","Double Eleven, Q Games, SCE Australia, SCEE, SCEA","Fixed-Screen, Shooter, 2D, Action",Everyone 10+
https://www.gamespot.com/games/gray-matter/,Gray Matter,"Feb 22, 2011","PC, Xbox 360",Gray Matter is an adventure game by Gabriel Knight author Jane Jensen.,"Wizarbox, Tonuzaba Entertainment","DTP Entertainment, Lace Mamba Global, Viva Media, LLC, Mamba Games",Adventure,Teen
https://www.gamespot.com/games/gray-matter/,Gray Matter,"Feb 22, 2011","PC, Xbox 360",Gray Matter is an adventure game by Gabriel Knight author Jane Jensen.,"Wizarbox, Tonuzaba Entertainment","DTP Entertainment, Lace Mamba Global, Viva Media, LLC, Mamba Games",Adventure,Teen
https://www.gamespot.com/games/knights-contract/,Knights Contract,"Feb 22, 2011","PlayStation 3, Xbox 360",Fight your way through hordes of evil creatures with a powerful witch at your side in Knights Contract.,Game Republic,"Bandai Namco Games, Namco Bandai Games","Adventure, Action",Mature
https://www.gamespot.com/games/knights-contract/,Knights Contract,"Feb 22, 2011","PlayStation 3, Xbox 360",Fight your way through hordes of evil creatures with a powerful witch at your side in Knights Contract.,Game Republic,"Bandai Namco Games, Namco Bandai Games","Action, Adventure",Mature
https://www.gamespot.com/games/gods-eater-burst/,Gods Eater Burst,"Mar 15, 2011",PSP,Gods Eater Burst is the enhanced successor of the PSP hit God Eater.,Shift,"Namco Bandai Games, Bandai Namco Games, D3Publisher","Role-Playing, Action",Teen
https://www.gamespot.com/games/de-blob-2/,de Blob 2,"Feb 22, 2011","DS, Nintendo Switch, PC, PlayStation 3, PlayStation 4, Wii, Xbox 360, Xbox One","This is the follow-up title to 2008's popular hit, de Blob.","Halfbrick Studios, Nordic Games Publishing, Blue Tongue Entertainment","THQ, Worker Bee, THQ Nordic","Action, 3D, Platformer",Everyone 10+
https://www.gamespot.com/games/de-blob-2/,de Blob 2,"Feb 22, 2011","DS, Nintendo Switch, PC, PlayStation 3, PlayStation 4, Wii, Xbox 360, Xbox One","This is the follow-up title to 2008's popular hit, de Blob.","Halfbrick Studios, Nordic Games Publishing, Blue Tongue Entertainment","THQ, THQ Nordic, Worker Bee","3D, Platformer, Action",Everyone 10+
https://www.gamespot.com/games/de-blob-2/,de Blob 2,"Feb 22, 2011","DS, Nintendo Switch, PC, PlayStation 3, PlayStation 4, Wii, Xbox 360, Xbox One","This is the follow-up title to 2008's popular hit, de Blob.","Halfbrick Studios, Nordic Games Publishing, Blue Tongue Entertainment","THQ, Worker Bee, THQ Nordic","Action, 3D, Platformer",Everyone 10+
https://www.gamespot.com/games/de-blob-2/,de Blob 2,"Feb 22, 2011","DS, Nintendo Switch, PC, PlayStation 3, PlayStation 4, Wii, Xbox 360, Xbox One","This is the follow-up title to 2008's popular hit, de Blob.","Halfbrick Studios, Nordic Games Publishing, Blue Tongue Entertainment","THQ, THQ Nordic, Worker Bee","3D, Platformer, Action",Everyone 10+
