url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/fighter-ace/,Fighter Ace,"Dec 31, 1998",PC,Those looking for some action and who don't give much thought to realism shouldgive it a try;  those who have played and enjoyed more realistic online flightsims should probably stay away.,Jaleco Entertainment,Microsoft Game Studios,"Flight, Simulation",Everyone
https://www.gamespot.com/games/fifa-99/,FIFA 99,"Oct 31, 1998","Nintendo 64, PC, PlayStation","While not completely perfect, it's deep on options, packed with real teams and players, and presented with a slick interface.","EA Canada, EA Sports","Electronic Arts, EA Sports, Electronic Arts Victor","Simulation, Soccer, Sports, Team-Based",Everyone
https://www.gamespot.com/games/fifa-soccer-97/,FIFA Soccer 97,"Oct 31, 1996","Game Boy, Genesis, PC, PlayStation, Saturn, Super Nintendo",EA has delivered a serious soccer game for serious soccer players.,"Tiertex Design Studios, Extended Play Productions, EA Sports, EA Canada, Rage Software","Black Pearl, Tec Toy, EA Sports, Electronic Arts, Electronic Arts Victor","Soccer, Sports, Team-Based, Simulation",Kids to Adults
https://www.gamespot.com/games/fifa-2000-major-league-soccer/,FIFA 2000: Major League Soccer,"Sep 30, 1999","Game Boy Color, PC, PlayStation","FIFA 2000 delivers on almost every front and is a fast-paced, enjoyable, andchallenging soccer game with numerous options and lots of depth.","Tiertex Design Studios, EA Sports","Electronic Arts, THQ, EA Sports, Electronic Arts Victor","Simulation, Soccer, Sports, Team-Based",Everyone
https://www.gamespot.com/games/fatal-abyss/,Fatal Abyss,"Nov 30, 1998",PC,This is either the most challenging game of the decade or one of the mostflawed games of the year.,Human Soft,SegaSoft,Simulation,Everyone
https://www.gamespot.com/games/fantasy-general/,Fantasy General,"Feb 29, 1996",PC,Fantasy General is little more than Panzer General in a new box with some Dungeons and Drag... err&#133; fantasy units in place of the tanks.,SSI,"SNEG, SSI, Mindscape Inc.","Turn-Based, Strategy",Kids to Adults
https://www.gamespot.com/games/falcon-4-0/,Falcon 4.0,"Nov 30, 1998","Macintosh, PC",,MicroProse,"MacSoft, Retroism, MicroProse","Flight, Simulation",Teen
https://www.gamespot.com/games/fade-to-black/,Fade to Black,"Aug 31, 1995","Dreamcast, PC, PlayStation","As a sequel to Flashback the Quest for Identity, Fade to Black attempts to addsome mid-90s technological flash to the early-90s classic, with mixed results.",Delphine Software International,"JoshProd, Tec Toy, Electronic Arts, Electronic Arts Victor","Action, Adventure",Teen
https://www.gamespot.com/games/f-a-18-korea/,F/A-18 Korea,"Nov 30, 1997",PC,F/A-18 Korea is an exacting portrayal of the twin-engine F/A-18C/D Hornet dual-purpose fighter.,Graphic Simulations,Graphic Simulations,"Flight, Simulation",
https://www.gamespot.com/games/f-22-lightning-3/,F-22 Lightning 3,"Apr 30, 1999",PC,It provides a variety of missions and multiplayer options that other sims willfind difficult to compete against.,NovaLogic,NovaLogic,"Flight, Simulation",Everyone
https://www.gamespot.com/games/f-22-lightning-ii/,F-22 Lightning II,"Sep 30, 1996",PC,"I enjoyed F-22 on a simple, mindless level: it was fun.",NovaLogic,NovaLogic,"Flight, Simulation",Everyone
https://www.gamespot.com/games/f1-racing-simulation/,F1 Racing Simulation,"Mar 31, 1998",PC,F1 Racing Simulation is an extremely well-thought-out simulation with driversof all abilities in mind.,Ubisoft,Ubisoft,"Simulation, Driving/Racing",Everyone
https://www.gamespot.com/games/f-16-aggressor/,F-16 Aggressor,"May 31, 1999",PC,"The real shame of it is there is a fine, fine flight simulator at the core of Aggressor.",GSI Limited,"Bethesda Softworks, Acer TWP Corp., Sold Out Software, Interplay","Flight, Simulation",Everyone
https://www.gamespot.com/games/f-a-18-hornet-30/,F/A-18 Hornet 3.0,March 1997,"Macintosh, PC",F/A-18 Hornet 3.0 continues the noble tradition of creating a great sim andforgetting to put a game inside of it.,Graphic Simulations,"Graphsim Entertainment, Graphic Simulations","Simulation, Flight",
https://www.gamespot.com/games/f-15/,F-15,"Feb 28, 1998",PC,"Following hot on the heels of Longbow 2, F-15 is, if possible, an even more impressive piece of work.",Jane's Combat Simulations,"Electronic Arts, Origin","Simulation, Flight",Everyone
https://www.gamespot.com/games/stephen-kings-f13/,Stephen King's F13,1999,PC,Even rabid King fans and completists will be disappointed with F13.,Presto Studios,Blue Byte,Party/Minigame,Teen
https://www.gamespot.com/games/f1-2000/,F1 2000,"Feb 29, 2000","PC, PlayStation","While it isn't the definitive F1 racing game we were hoping for, it certainly plays well, looks decent, and offers more than enough options and racing modes to keep fans of the virtual F1 racing circuit happy for quite some time.","EA Sports, Visual Sciences","EA Sports, Electronic Arts, Electronic Arts Victor","Simulation, Driving/Racing",Everyone
https://www.gamespot.com/games/espn-extreme-games/,ESPN Extreme Games,"Sep 9, 1995","PC, PlayStation","In a racing title, replayability and precision control are the name of the game, and the lack of both keep Extreme Games from finishing in the winner's circle.",Sony Interactive Studios America,"SCEA, SCEI, SCEE","Arcade, Driving/Racing",Kids to Adults
https://www.gamespot.com/games/extreme-assault/,Extreme Assault,"Jun 30, 1997",PC,"A gorgeous, high-tech, lowbrow shooter.",Blue Byte,"Blue Byte, Frogster Interactive","Flight, Simulation",Teen
https://www.gamespot.com/games/extreme-tennis/,Extreme Tennis,"Nov 30, 1998",PC,"If you're absolutely dying to play tennis on your PC, Extreme Tennis might satisfy for a while - but your desperation won't change the fact that it's simply not a very good game.",Head Games Publishing,Head Games Publishing,"Sports, Tennis",
https://www.gamespot.com/games/expert-pool/,Expert Pool,"Aug 31, 1999",PC,"When it comes to re-creating the experience of playing pool and giving you plenty of ways to do it, Expert Pool delivers the goods.",Visual Sciences,Psygnosis,"Billiards, Sports",Everyone
https://www.gamespot.com/games/x-com-first-alien-invasion/,X-COM: First Alien Invasion,"Sep 30, 1999",PC,"This is a scaled-down, greatly simplified version of the original.",Hasbro Interactive,Hasbro Interactive,"Turn-Based, Strategy",Everyone
