url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/persona-5/,Persona 5,"Apr 4, 2017","PlayStation 3, PlayStation 4",Persona 5 is the fifth entry in the Persona series.,ATLUS,"Deep Silver, ATLUS",Role-Playing,Mature
https://www.gamespot.com/games/everything/,Everything,"Mar 21, 2017","Linux, Macintosh, Nintendo Switch, PC, PlayStation 4",Everything is a conciousness simulator and open universe exploration game by David OReilly.,David OReilly,"David OReilly, Playism",Adventure,Everyone
https://www.gamespot.com/games/mass-effect-andromeda/,Mass Effect: Andromeda,"Mar 21, 2017","PC, PlayStation 4, Xbox One","A whole new galaxy awaits for you to explore. Mass Effect: Andromeda pushes the boundaries of known space into the next generation, delivering distant star systems with remote and hostile planets ripe for discovery.",BioWare,Electronic Arts,"Action, Role-Playing",Mature
https://www.gamespot.com/games/malicious-fallen/,Malicious Fallen,"Feb 21, 2017",PlayStation 4,,Alvion,"Sony Interactive Entertainment, Alvion",Action,Teen
https://www.gamespot.com/games/shovel-knight/,Shovel Knight,"Dec 31, 2015","3DS, Amazon Fire TV, Linux, Macintosh, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U, Xbox One","Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic created by Yacht Club Games.",Yacht Club Games,"Yacht Club Games, Nintendo, Fangamer, Flyhigh Works","2D, Platformer, Action",Everyone
https://www.gamespot.com/games/styx-shards-of-darkness/,Styx: Shards of Darkness,"Mar 14, 2017","PC, PlayStation 4, Xbox One","Styx’s sneaky adventure comes back with new features, new environments, and Unreal Engine 4!",Cyanide,"Focus Home Interactive, Intergrow, IntraGames","Adventure, Action",Mature
https://www.gamespot.com/games/fast-rmx/,Fast RMX,"Mar 3, 2017",Nintendo Switch,,Shin'en,Shin'en,"Arcade, Driving/Racing",Everyone
https://www.gamespot.com/games/tom-clancys-ghost-recon-wildlands/,Tom Clancy's Ghost Recon: Wildlands,"Mar 6, 2017","PC, PlayStation 4, Stadia, Xbox One","Facing an almighty enemy in a massive and hostile environment, the Ghosts will need to make critical moral choices and engage in tough battles to complete their mission – their grittiest and most dangerous operation to date.","Ubisoft Paris, Ubisoft",Ubisoft,"Action, Adventure",Mature
https://www.gamespot.com/games/snipperclips-cut-it-out-together/,"Snipperclips - Cut it out, together!","Mar 3, 2017",Nintendo Switch,Cut paper characters into new shapes to solve dynamic puzzles and play activities in a wonderfully creative and imaginative world.,SFB Games,Nintendo,Puzzle,Everyone
https://www.gamespot.com/games/torment-tides-of-numenera/,Torment: Tides of Numenera,"Jan 26, 2016","Linux, Macintosh, PC, PlayStation 4, Xbox One",Torment: Tides of Numenera is a single-player role-playing game set in Monte Cook's tabletop role-playing game that continues the thematic legacy of Planetscape: Torment by having to face complex and nuanced morality decisions.,InXile Entertainment,Techland,Role-Playing,Mature
