url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/return-to-krondor/,Return to Krondor,"Nov 30, 1998",PC,"Return to Krondor may not be an epic sequel to Betrayal at Krondor, but its excellent graphics and immersive plot make it an enjoyable story-driven game.",Sierra Entertainment,"Sierra Entertainment, Sierra Online, Frogster Interactive, Activision",Role-Playing,Teen
https://www.gamespot.com/games/return-fire/,Return Fire,1995,"3DO, PC, PlayStation","This port of the 3DO original includes both the full standard game, as well as the Maps of Death addon.",Silent Software,"Electronic Arts, Prolific, 3DO, GT Interactive, Time Warner Interactive",Simulation,Everyone
https://www.gamespot.com/games/return-of-arcade/,Return of Arcade,"Mar 31, 1996",PC,"For nostalgia buffs, these old games are worth your time and money, though you will miss the feel of the arcade controller.",Microsoft Game Studios,Microsoft Game Studios,Compilation,Kids to Adults
https://www.gamespot.com/games/return-fire-2/,Return Fire 2,"Aug 31, 1998",PC,A nearly perfect combination of action and strategy topped off with some pretty serious pyrotechnics.,Silent Software,Ripcord Games,Simulation,Teen
https://www.gamespot.com/games/resident-evil-2-1998/,Resident Evil 2 (1998),"Jan 21, 1998","Dreamcast, Game.com, GameCube, Nintendo 64, PC, PlayStation","If you can brave its shortcomings, Resident Evil 2 is good, scary fun.","Capcom, Tiger, TOSE, Angel Studios","Capcom, Virgin Interactive, Tiger, Sourcenext, Media Kite, Sold Out Software","Survival, 3D, Action, Adventure",Mature
https://www.gamespot.com/games/requiem-avenging-angel/,Requiem: Avenging Angel,"Mar 31, 1999",PC,"The pacing and story aren't as good as Half-Life's, but the character interaction and angelic powers elevate the game beyond many other shooters.",Cyclone Studios,"3DO, Retroism","Shooter, 3D, Action, First-Person",Mature
https://www.gamespot.com/games/third-reich/,Third Reich,"Sep 30, 1996","Amiga, PC",The only people who would even be faintly interested in this are friendless Third Reich nuts.,"Thalean, David Hiller/Jamie Nash",Avalon Hill,"Strategy, Turn-Based",
https://www.gamespot.com/games/redline-racer/,Redline Racer,"Jul 31, 1998",PC,"Good looks and a fast pace don't add up to top-shelf gameplay, and Redline Racer falls a bit flat where it could have easily excelled.",Criterion Games,Ubisoft,"Driving/Racing, Simulation",Everyone
https://www.gamespot.com/games/redjack-revenge-of-the-brethren/,Redjack: Revenge of the Brethren,"Jul 31, 1998","Macintosh, PC",It's a shame that someone decided to go and spoil a decent adventure game by including action elements.,"CyberFlix, Cyberflix/GTE Entertainment","THQ, Tec Toy","Adventure, First-Person, 3D",Teen
https://www.gamespot.com/games/the-elder-scrolls-adventures-redguard/,The Elder Scrolls Adventures: Redguard,"Oct 31, 1998",PC,"The excellent story, unique puzzles, and addictive swordplay help make Redguard an immensely rich and enjoyable adventure.",Bethesda Softworks,"Bethesda Softworks, Sold Out Software","Adventure, Action",Teen
